assists, ats margin, ats streak, attendance, blocks, coach, conference, date, day, defensive rebounds, dpa, dps, field goals attempted, field goals made, fouls, free throws attempted, free throws made, full name, game number, half scores, line, losses, margin, margin at the half, matchup losses, matchup wins, minutes, month, offensive rebounds, officials, opponents, ou margin, ou streak, overtime, points, rank, rebounds, rest, rival, school name, season, site, site streak, start time, steals, streak, subconference, team, three pointers attempted, three pointers made, time of game, total, tournament, turnovers, venuecap, wins
17,-1.000,-8,4608,0,Dave Pilipovich,MW,20200219,Wednesday,21,-4.500,-5.500,64,23,14,5,3,,27,[28, 34],8.000,16,-9,-4,1,0,,2,10,,['IDST', 'TXST', 'ARMY', 'TCU', 'LOMAR', 'DUQ', 'INDST', 'JCKST', 'WYOM', 'NEV', 'DENV', 'JWUDEN', 'DRAKE', 'UCRIV', 'UNLV', 'UTST', 'NM', 'BOIST', 'COLST', 'UTST', 'SJST', 'FRSNO', 'NEV', 'SDST', 'BOIST', 'SJST'],-10.000,1,0,62,,31,3,,Air Force,2019,away,1,,4,1,,AIRFC,30,13,,143.000,,6,5858,10
12,-21.500,1,1227,1,Mike Balado,SB,20200219,Wednesday,22,3.500,-18.000,54,20,13,15,10,,28,[26, 26],-7.500,12,-14,-15,0,1,,2,13,,['ARKM', 'OLMIS', 'VMI', 'UCDAV', 'IDAHO', 'COLST', 'SFAUS', 'NEBO', 'TLSA', 'MSU', 'LOULA', 'ULMON', 'FH', 'TXARL', 'TXST', 'GAST', 'SALAB', 'TROY', 'APPST', 'CCAR', 'SALAB', 'TROY', 'APPST', 'CCAR', 'ARKLR', 'TXARL', 'TXST'],-14.500,-1,0,52,,35,3,,Arkansas St.,2019,home,-3,,4,-5,,ARKST,12,2,,132.500,,16,,15
12,21.500,2,1227,2,Keith Richard,SB,20200219,Wednesday,23,-18.000,3.500,54,26,15,10,6,,26,[41, 25],7.500,18,14,15,1,0,,2,7,,['LACOL', 'ALCST', 'TXAM', 'MISST', 'NWST', 'MILLS', 'GRAMB', 'SFAUS', 'ARKLR', 'ARKST', 'BUT', 'TROY', 'SALAB', 'CCAR', 'GASO', 'GAST', 'TXST', 'TXARL', 'LOULA', 'TXST', 'TXARL', 'GASO', 'GAST', 'TROY', 'SALAB'],-14.500,-1,0,66,,30,3,,Louisiana Monroe,2019,away,-2,,6,-1,,ULMON,23,8,,132.500,,11,,7
17,-14.500,-3,622,1,Dugger Baucom,S,20200219,Wednesday,20,11.250,-3.250,61,27,10,8,7,,26,[28, 40],8.500,19,-23,-12,1,0,,2,3,,['NCASH', 'GEOR', 'CAMP', 'SEMST', 'ILL', 'MARIS', 'BREV', 'ETENS', 'CBC', 'PIED', 'LONGW', 'NCSTA', 'SAM', 'WCAR', 'WOFF', 'NCGRE', 'VMI', 'CHAT', 'FURM', 'WOFF', 'MER', 'NCGRE', 'VMI', 'ETENS', 'SAM'],8.000,-1,0,68,,23,3,,The Citadel,2019,home,1,,4,-14,,CITDL,30,7,,151.000,,16,,6
21,14.500,3,622,0,Lamont Paris,S,20200219,Wednesday,28,-3.250,11.250,72,39,15,2,2,,28,[40, 51],-8.500,11,23,12,0,1,,2,8,,['EKY', 'TENST', 'TROY', 'SALAB', 'FSU', 'TENN', 'ALAST', 'JACST', 'WCAR', 'TNWES', 'VTECH', 'TROY', 'NCASH', 'CUMBE', 'MER', 'FURM', 'SAM', 'WOFF', 'NCGRE', 'CITDL', 'ETENS', 'SAM', 'WCAR', 'ETENS', 'WOFF', 'VMI', 'FURM'],8.000,-1,0,91,,36,3,,Chattanooga,2019,away,-1,,4,-1,,CHAT,28,11,,151.000,,14,,16
11,4.000,-1,,3,Steve Forbes,S,20200219,Wednesday,28,-1.000,3.000,54,26,18,20,15,,28,[35, 40],-5.000,4,9,3,1,0,,2,13,,['NEWB', 'TNMA', 'WINTH', 'KAN', 'DELST', 'SUTAH', 'APPST', 'ARKLR', 'CITDL', 'NODAK', 'MILL', 'LSU', 'CLEST', 'MARSH', 'WOFF', 'FURM', 'NCGRE', 'VMI', 'SAM', 'WCAR', 'CHAT', 'MER', 'NCGRE', 'CHAT', 'MER', 'CITDL', 'VMI'],2.000,2,0,75,,41,3,,East Tennessee St.,2019,home,-1,,4,5,,ETENS,25,8,,139.000,,15,,23
8,-4.000,-1,,1,Bob Richie,S,20200219,Wednesday,16,3.000,-1.000,52,22,19,21,16,,28,[32, 34],5.000,5,-9,-3,0,1,,2,5,,['GARDW', 'LOCHI', 'CHASO', 'SWW', 'ALAB', 'COLINT', 'ELCOL', 'TXARL', 'SOFLA', 'AUB', 'SCSPAR', 'NOGRE', 'WINTH', 'MER', 'VMI', 'ETENS', 'CHAT', 'NCGRE', 'WCAR', 'WOFF', 'SAM', 'CITDL', 'VMI', 'MER', 'WCAR', 'SAM', 'CHAT'],2.000,-1,0,66,,21,3,,Furman,2019,away,1,,8,7,,FURM,22,6,,139.000,,10,,22
13,-5.000,3,3417,4,Wes Miller,S,20200219,Wednesday,24,17.000,12.000,61,27,16,33,22,,28,[33, 28, 22],-9.000,6,4,-1,1,0,,2,7,,['NCATT', 'KAN', 'AVER', 'TNTCH', 'MONST', 'APPST', 'VMI', 'GT', 'KENST', 'RAD', 'NCSTA', 'VERM', 'NK', 'PEACE', 'MER', 'WOFF', 'ETENS', 'FURM', 'CITDL', 'CHAT', 'SAM', 'WCAR', 'ETENS', 'CITDL', 'SAM', 'WCAR', 'MER'],29.000,-2,1,83,,31,3,,NCGreensboro,2019,home,-1,,10,4,,NCGRE,24,7,,133.000,,10,,21
14,5.000,-4,3417,2,Jay Mcauley,S,20200219,Wednesday,26,12.000,17.000,60,28,22,13,10,,28,[34, 27, 18],9.000,11,-4,1,0,1,,2,6,,['EFF', 'HIGHP', 'WMMRY', 'BUT', 'MISSO', 'SOFLA', 'MDESH', 'NCCEN', 'GARDW', 'NOGRE', 'NOCAR', 'DUKE', 'KENST', 'ETENS', 'NCGRE', 'SAM', 'CITDL', 'CHAT', 'FURM', 'VMI', 'WCAR', 'CITDL', 'SAM', 'VMI', 'CHAT', 'MER', 'WCAR'],29.000,1,1,79,,32,3,,Wofford,2019,away,3,,7,-3,,WOFF,31,13,,133.000,,17,,16
30,33.000,-1,2972,5,Greg Gary,S,20200219,Wednesday,31,-5.750,27.250,72,44,19,8,4,,28,[47, 59],-7.000,14,40,15,0,1,,2,5,,['STJ', 'COLINT', 'KENST', 'FLOGC', 'GASO', 'ILLCH', 'STBON', 'CAN', 'HCROS', 'GAST', 'NCWIL', 'FURM', 'FLATL', 'MILL', 'NCGRE', 'CHAT', 'WCAR', 'VMI', 'SAM', 'WCAR', 'VMI', 'ETENS', 'CITDL', 'FURM', 'ETENS', 'WOFF', 'NCGRE'],21.500,-7,0,106,,36,3,,Mercer,2019,home,1,,9,-1,,MER,27,14,,150.500,,7,,13
15,-33.000,1,2972,2,Scott Padgett,S,20200219,Wednesday,24,27.250,-5.750,66,24,11,17,14,,29,[32, 34],7.000,19,-40,-15,1,0,,2,10,,['MORST', 'KYW', 'BELM', 'VIRWE', 'NORAL', 'MAN', 'TROY', 'SDS', 'LOUTE', 'AUBM', 'HOUBA', 'HAW', 'ALAB', 'GT', 'CITDL', 'VMI', 'WOFF', 'CHAT', 'ETENS', 'MER', 'FURM', 'NCGRE', 'CHAT', 'WOFF', 'WCAR', 'NCGRE', 'FURM', 'CITDL'],21.500,-1,0,66,,34,3,,Samford,2019,away,-1,,4,1,,SAM,21,4,,150.500,,14,,9
15,-11.500,1,1528,2,Mark Prosser,S,20200219,Wednesday,24,1.750,-9.750,59,22,15,23,18,,26,[30, 41],-8.500,9,-3,-4,0,1,,2,9,,['GEOR', 'GARDW', 'NCATT', 'FSU', 'JCKSN', 'STET', 'BRYNT', 'CHAT', 'NCASH', 'XAVER', 'TNTCH', 'PIED', 'CITDL', 'VMI', 'MER', 'FURM', 'ETENS', 'MER', 'WOFF', 'NCGRE', 'CHAT', 'SAM', 'FURM', 'NCGRE', 'WOFF'],-8.000,1,0,71,,33,3,,Western Carolina,2019,home,-2,,5,1,,WCAR,30,9,,153.000,,13,,16
15,11.500,1,1528,4,Dan Earl,S,20200219,Wednesday,26,-9.750,1.750,54,26,19,15,9,,28,[34, 40],8.500,20,3,4,1,0,,2,6,,['ECAR', 'MARIS', 'PRES', 'ARKST', 'IDAHO', 'UCDAV', 'CHRIST', 'NCGRE', 'GG', 'DUQ', 'STET', 'FERR', 'VTECH', 'SCSPAR', 'FURM', 'SAM', 'WCAR', 'ETENS', 'MER', 'CITDL', 'WOFF', 'MER', 'FURM', 'WOFF', 'CITDL', 'CHAT', 'ETENS'],-8.000,2,0,74,,32,3,,VMI,2019,away,1,,3,-2,,VMI,34,13,,153.000,,10,,7
18,-7.500,1,1702,3,Paul Sather,SUMM,20200219,Wednesday,13,17.250,9.750,57,30,21,15,12,,27,[39, 44],3.500,14,-11,-5,1,0,,2,5,,['CROWN', 'GONZ', 'VAL', 'WIMIL', 'MIN', 'NC', 'FLOGC', 'GASOU', 'CAMP', 'MONT', 'EWAS', 'NORTH', 'NEB', 'ORST', 'DENV', 'PFW', 'NEBO', 'ORROB', 'SDS', 'NODAK', 'DENV', 'WILLI', 'PFW', 'ORROB', 'SDAK', 'WILLI'],27.000,1,0,83,,18,3,,North Dakota,2019,home,-1,,7,1,,NDAKOT,28,11,,150.000,,12,,12
18,7.500,1,1702,3,Eric Henderson,SUMM,20200219,Wednesday,19,9.750,17.250,53,34,19,21,17,,29,[44, 50],-3.500,8,11,5,0,1,,2,6,,['UTRGV', 'PSC', 'CALSB', 'USC', 'NEB', 'NORAL', 'ARZ', 'MSVAS', 'SAM', 'IND', 'MONST', 'COLST', 'NBK', 'FLOGC', 'IDAHO', 'NEBO', 'ORROB', 'WILLI', 'DENV', 'PFW', 'NDAKOT', 'SDAK', 'NODAK', 'ORROB', 'WILLI', 'NEBO', 'DENV', 'PFW'],27.000,-1,0,94,,25,2,,South Dakota State,2019,away,3,,4,6,,SDS,22,9,,150.000,,14,,20
14,-4.500,-2,2164,2,Todd Lee,SUMM,20200219,Wednesday,26,3.000,-1.500,58,27,21,18,13,,29,[28, 46],-1.500,9,-3,-7,1,0,,2,4,,['PAC', 'HAW', 'FAMU', 'TXSOU', 'SIUED', 'ARK', 'CALBA', 'NOAR', 'WGTON', 'MTMART', 'ALAST', 'MAYST', 'NOCOL', 'KC', 'WILLI', 'PFW', 'DENV', 'NEBO', 'NODAK', 'SDS', 'PFW', 'ORROB', 'DENV', 'NEBO', 'PSC', 'NDAKOT', 'WILLI', 'ORROB'],1.500,1,0,74,,30,3,,South Dakota,2019,home,-1,,4,-1,,SDAK,16,7,,149.500,,14,,19
9,4.500,-1,2164,3,David Richman,SUMM,20200219,Wednesday,26,-1.500,3.000,54,22,18,30,25,,27,[35, 42],1.500,7,3,7,0,1,,2,6,,['KANST', 'MAYST', 'CALPO', 'UTRGV', 'TXCC', 'STO', 'UTVAL', 'IDAHO', 'INDST', 'ETENS', 'CSNOR', 'MONST', 'MARQ', 'DENV', 'WILLI', 'NORTH', 'ORROB', 'SDAK', 'NDAKOT', 'SDS', 'DENV', 'WILLI', 'PFW', 'NEBO', 'ORROB', 'PFW'],1.500,3,0,77,,32,4,,North Dakota State,2019,away,2,,6,6,,NODAK,22,8,,149.500,,11,,19
12,7.500,3,1211,3,Billy Donlon,WAC,20200219,Wednesday,18,-6.750,0.750,51,26,20,14,12,,28,[37, 32],1.500,14,6,6,0,1,,2,4,,['AVILA', 'OKLST', 'DRAKE', 'WIMIL', 'BACO', 'GW', 'ECAR', 'LIB', 'WILLI', 'IAST', 'MCNST', 'KAN', 'TOL', 'SDAK', 'SEA', 'UTVAL', 'UTRGV', 'NMEXS', 'CALSB', 'GC', 'CALBA', 'Crow', 'CHIST', 'UTRGV', 'NMEXS', 'GC', 'CALSB'],-6.000,-1,0,69,,22,3,,Kansas City,2019,home,-2,,6,1,,KC,15,5,,138.000,,9,,13
3,-7.500,,1211,4,,WAC,20200219,Wednesday,19,0.750,-6.750,57,20,15,21,18,,24,[31, 32],-1.500,7,-6,-6,1,0,,2,11,,['JCKST', 'TEX', 'CAL', 'CENAR', 'GAST', 'SDAK', 'UCRIV', 'UCIRV', 'BCOOK', 'SOU', 'MSVAS', 'OTTARI', 'UTRGV', 'NMEXS', 'CALSB', 'GC', 'CHIST', 'KC', 'UTVAL', 'SEA', 'CALSB', 'GC', 'WEST'],-6.000,,0,63,,30,5,,California Baptist,2019,away,3,,3,1,,CALBA,25,5,,138.000,,9,,16
16,11.000,2,1051,4,Tubby Smith,BIGS,20200220,Thursday,21,2.000,13.000,44,25,15,33,23,,28,[32, 50],-1.000,19,12,-6,1,0,,2,3,,['WMMRY', 'WOFF', 'BC', 'BELM', 'STL', 'EWAS', 'GREEN', 'NFLA', 'ELCOL', 'FLATL', 'VAL', 'BA', 'TEX', 'RAD', 'WINTH', 'PRES', 'NCASH', 'CHASO', 'SCSPAR', 'GARDW', 'LONGW', 'CAMP', 'HAMP', 'RAD', 'GARDW', 'CHASO', 'SCSPAR'],15.000,-2,0,82,,24,4,,High Point,2019,home,1,,8,1,,HIGHP,19,9,,137.000,,7,,8
14,-11.000,1,1051,1,Quinton Ferrel,BIGS,20200220,Thursday,21,13.000,2.000,50,25,24,19,13,,28,[38, 32],1.000,18,-12,6,0,1,,2,7,,['CLEM', 'VMI', 'MORST', 'NOTRE', 'SACHT', 'QUINN', 'ALBNY', 'TOCC', 'SCST', 'SFBK', 'JCKSN', 'MICH', 'KCU', 'NCASH', 'GARDW', 'HIGHP', 'LONGW', 'RAD', 'CAMP', 'CHASO', 'WINTH', 'SCSPAR', 'HAMP', 'GARDW', 'CAMP', 'RAD', 'WINTH'],15.000,3,0,70,,28,4,,Presbyterian,2019,away,1,,5,-3,,PRES,21,7,,137.000,,14,,9
14,-12.000,-1,565,3,Dave Dickerson,BIGS,20200220,Thursday,22,0.000,-12.000,63,20,19,17,11,,28,[28, 30],-2.000,16,-10,-10,0,1,,2,6,,['CHARL', 'TRUE', 'NCCEN', 'VTECH', 'AKR', 'LOUVI', 'YOUST', 'CHAR', 'EKY', 'FURM', 'SCST', 'BOB', 'VMI', 'CHASO', 'LONGW', 'HAMP', 'RAD', 'GARDW', 'HIGHP', 'WINTH', 'NCASH', 'PRES', 'CAMP', 'NCASH', 'GARDW', 'CHASO', 'HIGHP'],-12.000,-2,0,58,,28,4,,South Carolina Upstate,2019,home,-1,,6,-1,,SCSPAR,23,7,,138.000,,5,,11
11,12.000,2,565,2,Griff Aldrich,BIGS,20200220,Thursday,34,-12.000,0.000,54,23,16,20,14,,29,[38, 30],2.000,17,10,10,1,0,,2,7,,['MARVA', 'GMASN', 'MDESH', 'SFBK', 'Cats', 'NOILL', 'UCRIV', 'PAC', 'NCATT', 'MORGS', 'STET', 'CITDL', 'GW', 'WINTH', 'SCSPAR', 'CHASO', 'HAMP', 'PRES', 'CAMP', 'NCASH', 'HIGHP', 'RAD', 'GARDW', 'CHASO', 'WINTH', 'CAMP', 'NCASH', 'HAMP'],-12.000,-1,0,68,,41,4,,Longwood,2019,away,1,,2,1,,LONGW,25,8,,138.000,,10,,11
15,6.000,1,1580,1,Mike Jones,BIGS,20200220,Thursday,24,-3.250,2.750,51,28,13,22,14,,27,[31, 48],-9.000,9,15,0,1,0,,2,7,,['LIB', 'BRDVA', 'GASO', 'NWEST', 'BRAD', 'MONNJ', 'JMAD', 'NCGRE', 'DUQ', 'MISST', 'RICH', 'CentP', 'HIGHP', 'GARDW', 'CAMP', 'SCSPAR', 'PRES', 'WINTH', 'NCASH', 'HAMP', 'LONGW', 'CHASO', 'HIGHP', 'WINTH', 'PRES', 'CAMP'],-0.500,5,0,79,,31,4,,Radford,2019,home,-1,,5,7,,RAD,17,9,,143.500,,12,,17
12,-6.000,1,1580,2,Mike Morrell,BIGS,20200220,Thursday,17,2.750,-3.250,54,26,19,8,5,,26,[31, 33],9.000,13,-15,0,0,1,,2,5,,['TENN', 'CITDL', 'WFRST', 'BREV', 'STAND', 'CHAR', 'WCAR', 'SCST', 'TNMA', 'STET', 'CHAT', 'PRES', 'CAMP', 'CHASO', 'HIGHP', 'HAMP', 'LONGW', 'RAD', 'SCSPAR', 'GARDW', 'WINTH', 'SCSPAR', 'HAMP', 'LONGW', 'CHASO'],-0.500,2,0,64,,22,4,,N.C. Asheville,2019,away,2,,5,2,,NCASH,24,7,,143.500,,12,,12
17,15.000,-2,2551,2,Edward Joyner,BIGS,20200220,Thursday,27,-1.000,14.000,65,28,15,30,22,,27,[41, 46],5.000,15,10,2,0,0,,2,15,,['MIDAC', 'Appren', 'WMMRY', 'REG', 'ILL', 'SF', 'CALSB', 'RICH', 'HOW', 'NORST', 'SOILL', 'KST', 'STPET', 'CHASO', 'SCSPAR', 'LONGW', 'WINTH', 'NCASH', 'CAMP', 'RAD', 'PRES', 'HIGHP', 'CHASO', 'NCASH', 'CAMP', 'LONGW'],13.000,-3,0,87,,42,4,,Hampton,2019,home,-2,,6,-2,,HAMP,21,9,,151.000,,10,,11
19,-15.000,3,2551,8,Tim Craft,BIGS,20200220,Thursday,21,14.000,-1.000,60,29,21,20,11,,24,[39, 38],-5.000,14,-10,-2,0,0,,2,9,,['FURM', 'WCAR', 'NOCAR', 'WIST', 'SOCAR', 'TNMA', 'NOCOL', 'WOFF', 'KENST', 'VTECH', 'CAMP', 'PRES', 'RAD', 'WINTH', 'SCSPAR', 'HIGHP', 'CHASO', 'NCASH', 'LONGW', 'PRES', 'SCSPAR', 'HIGHP', 'WINTH'],13.000,3,0,77,,30,6,,GardnerWebb,2019,away,2,,4,3,,GARDW,25,8,,151.000,,10,,9
12,1.500,,530,3,Bill Herrion,AE,20200220,Thursday,36,-1.750,-0.250,76,23,14,17,13,,25,[21, 30, 16],-2.500,13,4,-2,1,0,,2,16,,['CURRY', 'HCROS', 'STJ', 'BU', 'CCONS', 'JMAD', 'BRYNT', 'FLINT', 'MMM', 'QUINN', 'MARIS', 'UCONN', 'DART', 'HART', 'MAINE', 'STO', 'ALBNY', 'MDBA', 'BING', 'VERM', 'UMASS', 'STO', 'VERM', 'MDBA'],-2.000,-2,1,67,,52,4,,New Hampshire,2019,home,-2,,4,-2,,NH,35,8,,132.000,,5,,11
7,-1.500,-1,530,1,John Gallagher,AE,20200220,Thursday,36,-0.250,-1.750,58,20,18,22,16,,28,[23, 28, 12],2.500,13,-4,2,0,1,,2,4,,['CCONS', 'WINTH', 'MARIS', 'GORD', 'OAK', 'EMERS', 'MW', 'SMU', 'TXST', 'SFBK', 'SACHT', 'WAGNR', 'CORN', 'NWEST', 'BGRN', 'NH', 'UMASS', 'STO', 'VERM', 'MDBA', 'ALBNY', 'BING', 'MAINE', 'MDBA', 'VERM', 'ALBNY', 'UMASS'],-2.000,-2,1,63,,40,4,,Hartford,2019,away,3,,2,-1,,HART,24,7,,132.000,,11,,14
10,-1.500,,4009,2,Geno Ford,AE,20200220,Thursday,24,-9.250,-10.750,57,18,17,12,10,,27,[27, 27],7.500,9,-9,-4,0,1,,2,6,,['YALE', 'SETHA', 'FARM', 'TXCC', 'UTRGV', 'NODAK', 'WAGNR', 'DELA', 'MAN', 'BROWN', 'HOF', 'PROV', 'VIRG', 'AMERU', 'NORST', 'MAINE', 'VERM', 'NH', 'HART', 'ALBNY', 'BING', 'UMASS', 'MDBA', 'UMASS', 'NH', 'BING'],-20.000,-1,0,54,,30,7,,Stony Brook,2019,home,-2,,6,1,,STO,25,8,,137.000,,14,,17
20,1.500,2,4009,4,John Becker,AE,20200220,Thursday,32,-10.750,-9.250,58,25,16,11,4,,28,[31, 32],-7.500,6,9,4,1,0,,2,10,,['STBON', 'BUCK', 'BU', 'STJ', 'VIRG', 'CCONS', 'RIDER', 'GUB', 'YALE', 'CIN', 'TWSN', 'NCGRE', 'LIPSC', 'GW', 'DART', 'STO', 'MDBA', 'BING', 'HART', 'MAINE', 'UMASS', 'NH', 'ALBNY', 'MAINE', 'HART', 'NH', 'BING'],-20.000,-2,0,63,,42,4,,Vermont,2019,away,2,,5,11,,VERM,31,9,,137.000,,16,,21
12,-5.000,2,1503,6,Jeff Linder,BIGSKY,20200220,Thursday,24,1.000,-4.000,54,26,17,12,7,,26,[37, 31],-7.000,8,2,14,0,1,,2,5,,['TEX', 'IW', 'COLCO', 'NIOWA', 'WVA', 'BU', 'GARDW', 'NNMC', 'WYOM', 'DENV', 'SDAK', 'PORST', 'MONST', 'MONT', 'WEBST', 'SACST', 'NOAR', 'IDAHO', 'EWAS', 'IDST', 'WEBST', 'SUTAH', 'PORST', 'NOAR', 'SACST'],-3.000,3,0,68,,29,4,,Northern Colorado,2019,home,-2,,2,2,,NOCOL,26,9,,137.000,,6,2992,17
4,5.000,-2,1503,1,Todd Simon,BIGSKY,20200220,Thursday,24,-4.000,1.000,59,27,17,13,9,,26,[23, 43],7.000,11,-2,-14,1,0,,2,8,,['BETHES', 'NEB', 'BYU', 'UCLA', 'CHASO', 'ETENS', 'WCB', 'LOMAR', 'UTVAL', 'UCSB', 'LBST', 'PORST', 'MONT', 'MONST', 'IDST', 'NOAR', 'SACST', 'EWAS', 'IDAHO', 'WEBST', 'IDST', 'NOCOL', 'PORST', 'SACST', 'NOAR'],-3.000,2,0,66,,32,4,,Southern Utah,2019,away,-2,,4,-2,,SUTAH,10,3,,137.000,,5,5300,14
12,-14.000,-1,1201,4,Zac Claus,BIGSKY,20200220,Thursday,29,7.000,-7.000,59,24,14,8,6,,26,[27, 34],3.000,18,-17,-16,1,0,,2,8,,['EVERG', 'UCRIV', 'UCDAV', 'VMI', 'ARKST', 'WALLA', 'NODAK', 'SEA', 'WAST', 'CALSB', 'SDS', 'IDST', 'WEBST', 'PORST', 'MONST', 'EWAS', 'MONT', 'NOCOL', 'SUTAH', 'NOAR', 'SACST', 'MONST', 'MONT', 'EWAS', 'PORST'],0.000,1,0,61,,37,2,,Idaho,2019,home,-2,,1,-1,,IDAHO,16,7,,139.000,,16,7000,7
21,14.000,1,1201,1,Shane Burcar,BIGSKY,20200220,Thursday,28,-7.000,7.000,66,31,12,14,7,,25,[43, 35],-3.000,10,17,16,0,1,,2,9,,['ARZ', 'AIC', 'BUMESA', 'SDAK', 'UCDAV', 'NEBO', 'UTVAL', 'UCRIV', 'PEP', 'MONT', 'MONST', 'WEBST', 'SACST', 'IDST', 'SUTAH', 'NOCOL', 'PORST', 'SACST', 'IDAHO', 'EWAS', 'IDST', 'WEBST', 'NOCOL', 'SUTAH'],0.000,4,0,78,,37,4,,Northern Arizona,2019,away,2,,10,1,,NOAR,30,9,,139.000,,9,11230,14
18,7.000,1,14001,2,Fran Mccaferey,B10,20200220,Thursday,21,4.750,11.750,52,29,16,25,17,,25,[46, 39],-2.000,8,9,11,0,0,,2,5,,['SIUED', 'DEP', 'ORROB', 'NFLA', 'CALPO', 'TXTCH', 'SDST', 'SYR', 'MICH', 'CIN', 'KENST', 'PENST', 'NEB', 'MARY', 'NWEST', 'MICH', 'RUTG', 'WISC', 'MARY', 'ILL', 'PURD', 'NEB', 'IND', 'MIN'],16.500,-1,0,85,20,26,3,,Iowa,2019,home,-2,,6,1,POWER6,IOWA,25,10,,144.500,,9,15500,16
18,-7.000,1,14001,3,Chris Holtmann,B10,20200220,Thursday,24,11.750,4.750,62,26,22,18,15,,26,[35, 41],2.000,8,-9,-11,0,0,,2,12,,['CIN', 'UMASS', 'VILLA', 'STET', 'PFW', 'KST', 'MORGS', 'NOCAR', 'PENST', 'MIN', 'SEMST', 'KENTY', 'WVA', 'WISC', 'MARY', 'IND', 'NEB', 'PENST', 'MIN', 'NWEST', 'IND', 'MICH', 'WISC', 'RUTG', 'PURD'],16.500,-1,0,76,24,36,4,,Ohio St.,2019,away,2,,5,2,POWER6,OHIOS,30,9,,144.500,,11,18809,17
13,6.000,-1,1645,1,Tommy Dempsey,AE,20200220,Thursday,22,4.750,10.750,51,28,24,26,19,,26,[36, 50],4.000,17,2,4,1,0,,2,2,,['CORN', 'MCHST', 'COLU', 'SACHT', 'NJIT', 'ARMY', 'SUCO', 'LOYMD', 'COLG', 'BU', 'YOUST', 'PITT', 'HARTW', 'ALBNY', 'MDBA', 'UMASS', 'VERM', 'MAINE', 'STO', 'NH', 'HART', 'ALBNY', 'MAINE', 'STO', 'VERM'],15.500,-2,0,86,,24,4,,Binghamton,2019,home,-1,,10,-6,,BING,19,11,,154.500,,13,,8
18,-6.000,2,1645,1,Pat Duquette,AE,20200220,Thursday,20,10.750,4.750,61,30,20,24,18,,28,[32, 52],-4.000,16,-2,-4,0,1,,2,9,,['MASS', 'LIU', 'OHIOS', 'MASBOS', 'JCKSN', 'MW', 'DART', 'BROWN', 'CCONS', 'SACHT', 'SFBK', 'NJIT', 'BU', 'LOYMD', 'MICH', 'MDBA', 'HART', 'BING', 'MAINE', 'ALBNY', 'VERM', 'STO', 'NH', 'STO', 'MDBA', 'MAINE', 'HART'],15.500,-4,0,84,,29,4,,Massachusetts Lowell,2019,away,-1,,7,2,,UMASS,20,6,,154.500,,16,,11
14,5.000,1,569,5,Brian Kennedy,ASUN,20200220,Thursday,17,8.750,13.750,50,25,20,35,21,,26,[34, 44],-4.000,18,9,10,1,0,,2,8,,['COLG', 'PROV', 'CORN', 'WAGNR', 'BING', 'BROWN', 'RUTG', 'ARMY', 'CFLR', 'UMASS', 'SFBK', 'KEANU', 'UCONN', 'LIB', 'JCKSN', 'NFLA', 'LIPSC', 'KENST', 'STET', 'FLOGC', 'NORAL', 'NFLA', 'JCKSN', 'LIPSC', 'LIB'],22.500,-1,0,78,,25,4,,New Jersey Tech,2019,home,-2,,8,-5,,NJIT,19,7,,124.500,,13,,7
10,-5.000,4,569,2,Donnie Jones,ASUN,20200220,Thursday,20,13.750,8.750,48,24,23,29,19,,28,[24, 45],4.000,12,-9,-10,0,1,,2,6,,['TB', 'WILLI', 'PFW', 'OHIOS', 'IONA', 'MONNJ', 'WCAR', 'FLOC', 'KST', 'BCOOK', 'VMI', 'LONGW', 'NCASH', 'FLINT', 'SOCAR', 'LIPSC', 'KENST', 'FLOGC', 'NORAL', 'JCKSN', 'NJIT', 'LIB', 'NFLA', 'LIPSC', 'FLOGC', 'NORAL', 'KENST'],22.500,-1,0,69,,26,4,,Stetson,2019,away,2,,10,4,,STET,11,2,,124.500,,13,,15
7,-3.500,-1,,6,Tony Jasick,ASUN,20200220,Thursday,18,-0.250,-3.750,50,25,17,15,11,,28,[40, 27],-2.500,15,-1,2,0,1,,2,3,,['XAVER', 'JUFL', 'BGRN', 'UMASS', 'DART', 'MW', 'WCAR', 'CAMP', 'NCATT', 'MARQ', 'BCOOK', 'MGST', 'PRES', 'CLEM', 'SCST', 'NORAL', 'NJIT', 'LIB', 'NFLA', 'STET', 'LIPSC', 'KENST', 'FLOGC', 'NORAL', 'LIB', 'NJIT', 'NFLA'],-4.000,1,0,67,,21,6,,Jacksonville,2019,home,-2,,6,-1,,JCKSN,15,6,,139.000,,9,,12
7,3.500,2,,3,Lennie Acuff,ASUN,20200220,Thursday,20,-3.750,-0.250,55,25,12,20,14,,27,[38, 30],2.500,14,1,-2,1,0,,2,8,,['RHC', 'MIDTN', 'TENST', 'DUQ', 'BELM', 'NAVY', 'TNTCH', 'XAVER', 'BELM', 'TNAZ', 'TNTCH', 'VERM', 'AUB', 'STET', 'FLOGC', 'KENST', 'NORAL', 'NJIT', 'LIB', 'JCKSN', 'NFLA', 'STET', 'NORAL', 'KENST', 'NJIT', 'FLOGC'],-4.000,-1,0,68,,28,4,,Lipscomb,2019,away,2,,5,4,,LIPSC,14,4,,139.000,,11,,12
