fumbles, fumbles lost, longest rush, name, rushes, rushing conversions, rushing touchdowns, rushing yards
,,38,Mark Brunell,4,0,0,55
,,7,Elvis Joseph,7,0,0,12
,,5,Stacey Mack,2,0,0,8
,,4,Frank Moreau,2,0,0,6
,,13,Richard Huntley,14,0,0,52
,,10,Brad Hoover,5,0,0,33
,,5,Chris Weinke,2,0,0,7
,,36,Curtis Martin,27,0,0,159
,,8,Richie Anderson,2,0,0,12
,,11,Laveranues Coles,1,0,0,11
,,2,LaMont Jordan,1,0,0,2
,,3,Vinny Testaverde,3,0,0,2
,,19,Anthony Thomas,27,1,1,127
,,15,James Allen,1,0,0,15
,,3,Shane Matthews,1,0,0,3
,,-10,Jim Miller,1,0,0,-10
,,10,Garrison Hearst,12,0,0,46
,,9,Jeff Garcia,7,0,0,22
,,5,Kevan Barlow,7,0,0,13
,,2,Fred Beasley,1,0,0,2
,,0,Jason Baker,1,0,0,0
,,13,Emmitt Smith,21,0,0,83
,,13,Clint Stoerner,7,0,1,23
,,8,Troy Hambrick,4,0,0,18
,,12,Michael Wiley,1,0,0,12
,,9,Raghib Ismail,1,0,0,9
,,21,Jake Plummer,4,0,0,35
,,12,Michael Pittman,16,0,0,29
,,12,David Boston,1,0,0,12
,,-1,Thomas Jones,1,0,0,-1
,,16,Mike Anderson,14,0,1,40
,,9,Olandis Gary,10,0,0,37
,,10,Eddie Kennison,1,0,0,10
,,2,Brian Griese,4,0,0,-1
,,15,Antowain Smith,12,0,0,56
,,31,Troy Brown,1,0,0,31
,,13,David Patten,1,0,0,13
,,4,Kevin Faulk,5,0,0,12
,,3,Marc Edwards,2,0,0,6
,,0,JR Redmond,1,0,0,0
,,0,Tom Brady,2,0,0,-1
,,11,Cory Schlesinger,4,0,0,25
,,5,Lamont Warren,15,0,1,23
,,12,Charlie Batch,1,0,0,12
,,1,Reuben Droughns,1,0,0,1
,,96,Corey Dillon,27,0,2,184
,,20,Jon Kitna,3,0,0,26
,,4,Brandon Bennett,4,0,0,8
,,4,Lorenzo Neal,3,0,0,6
,,10,Donovan McNabb,6,0,0,30
,,12,Correll Buckhalter,7,0,0,29
,,17,Duce Staley,3,0,1,19
,,22,Charlie Garner,21,0,1,77
,,10,Zack Crockett,17,0,1,47
,,37,Randy Jordan,3,0,0,45
,,10,Rich Gannon,3,0,0,16
,,12,Terry Kirby,2,0,0,15
,,2,Shane Lechler,1,0,0,2
,,20,LaDainian Tomlinson,16,0,0,76
,,13,Doug Flutie,2,0,1,12
,,5,Terrell Fletcher,2,0,0,7
,,16,Rob Johnson,11,0,1,67
,,11,Travis Henry,10,0,1,24
,,5,Larry Centers,3,0,0,10
,,4,Sammy Morris,1,0,0,4
,,11,Shaun Alexander,23,0,0,87
,,3,Matt Hasselbeck,4,0,0,9
,,2,Mack Strong,2,0,0,2
,,-2,Jay Graham,1,0,0,-2
,,16,Jay Fiedler,8,0,0,41
,,7,Lamar Smith,21,0,1,35
,,10,Travis Minor,2,0,0,11
,,0,Ray Lucas,2,0,0,0
,,-11,Chris Chambers,1,0,0,-11
,,10,Az Zahir Hakim,2,0,0,20
,,6,Trung Canidate,12,0,1,19
,,7,Robert Holcombe,1,0,0,7
,,2,Ernie Conwell,1,0,1,2
,,19,Ricky Williams,17,0,0,77
,,6,Terrelle Smith,2,0,0,4
,,9,Aaron Brooks,7,0,0,1
,,18,Mike Alstott,28,0,3,129
,,17,Aaron Stecker,8,0,0,30
,,16,Reidel Anthony,1,0,0,16
,,3,Brad Johnson,1,0,0,3
,,2,Jameel Cook,2,0,0,2
,,-1,Shaun King,3,0,0,-3
,,16,Daunte Culpepper,9,1,0,49
,,4,Doug Chapman,5,0,0,8
,,7,Jimmy Kleinsasser,2,0,0,8
,,1,Travis Prentice,1,0,1,1
,,-1,Todd Bouman,1,0,0,-1
,,16,Stephen Davis,29,0,0,107
,,30,KiJana Carter,2,0,0,40
,,6,Tony Banks,4,0,0,10
,,9,Ron Dayne,8,0,0,19
,,6,Tiki Barber,7,0,0,14
,,4,Kerry Collins,4,0,0,9
,,12,Jerome Bettis,19,0,2,62
,,36,Hines Ward,1,0,0,36
,,17,Amos Zereoue,7,0,0,17
,,6,Chris Fuamatu Maafala,3,0,0,9
,,7,Kordell Stewart,4,0,1,8
,,6,Kris Brown,1,0,0,6
,,-2,Dan Kreider,1,0,0,-2
,,-1,Tommy Maddox,3,0,0,-3
,,21,Mike Green,5,0,0,27
,,7,Eddie George,10,0,0,13
,,13,Skip Hicks,3,0,0,11
,,4,Steve McNair,6,0,0,6
,,7,Michael Pittman,18,0,0,43
,,5,Thomas Jones,6,0,0,14
,,18,Duce Staley,12,0,0,49
,,13,Donovan McNabb,4,0,0,26
,,24,James Thrash,2,0,0,24
,,9,Correll Buckhalter,4,0,0,14
,,58,Maurice Smith,16,0,0,84
,,35,Michael Vick,2,0,0,50
,,6,Chris Chandler,1,0,0,6
,,22,Antowain Smith,23,0,0,117
,,5,Marc Edwards,6,0,0,11
,,5,Troy Brown,1,0,0,5
,,2,Kevin Faulk,1,0,0,2
,,1,Tom Brady,3,0,0,0
,,13,Travis Henry,13,0,0,61
,,9,Shawn Bryson,3,0,0,15
,,5,Rob Johnson,2,0,0,6
,,1,Larry Centers,3,0,0,2
,,16,Dominic Rhodes,34,0,1,100
,,33,Peyton Manning,3,0,1,44
,,11,Anthony Thomas,31,0,1,96
,,3,James Allen,1,0,0,3
,,17,James Jackson,22,0,0,71
,,-1,Tim Couch,1,0,0,-1
,,63,Ahman Green,24,0,1,169
,,13,Brett Favre,4,0,0,13
,,2,Dorsey Levens,1,0,0,2
,,8,Mike Alstott,17,0,0,30
,,21,Brad Johnson,4,0,0,26
,,4,Warrick Dunn,3,0,0,5
,,11,Lamar Smith,18,0,0,37
,,5,Travis Minor,4,0,0,13
,,9,James McKnight,1,0,0,9
,,6,Jay Fiedler,4,0,0,4
,,1,Rob Konrad,1,0,0,1
,,-5,Olindo Mare,1,0,0,-5
,,12,Richard Huntley,12,0,0,49
,,13,Dameyune Craig,3,0,0,20
,,16,Chris Weinke,1,0,0,16
,,10,Steve Smith,1,0,0,10
,,4,Brad Hoover,3,0,0,8
,,16,Ricky Williams,19,0,1,58
,,19,Aaron Brooks,8,0,0,50
,,27,LaMont Jordan,7,0,0,75
,,12,Curtis Martin,21,0,0,66
,,3,Jerald Sowell,2,0,0,3
,,1,Richie Anderson,1,0,0,1
,,-1,Vinny Testaverde,3,0,0,-3
,,12,Ron Dayne,17,0,0,52
,,7,Tiki Barber,7,0,0,30
,,8,Kerry Collins,2,0,0,11
,,16,Troy Hambrick,30,0,0,77
,,5,Michael Wiley,1,0,0,5
,,4,Clint Stoerner,1,0,0,4
,,25,Jerome Bettis,23,0,0,91
,,11,Kordell Stewart,8,0,0,31
,,3,Chris Fuamatu Maafala,3,0,0,3
,,-2,Troy Edwards,1,0,0,-2
,,7,Jason Brookins,16,0,0,40
,,4,Obafemi Ayanbadejo,5,0,0,2
,,1,Brandon Stokley,1,0,0,1
,,0,Randall Cunningham,4,0,0,-2
,,8,LaDainian Tomlinson,13,0,1,31
,,13,Drew Brees,2,0,0,18
,,10,Terrell Fletcher,3,0,0,17
,,3,Doug Flutie,1,0,0,3
,,-3,Curtis Conway,1,0,0,-3
,,26,Priest Holmes,30,0,1,181
,,8,Tony Richardson,8,0,2,23
,,4,Trent Green,1,0,0,4
,,12,Garrison Hearst,21,0,0,82
,,16,Kevan Barlow,8,0,0,53
,,3,Jeff Garcia,5,0,0,7
,,3,Fred Beasley,1,0,0,3
,,15,Reuben Droughns,10,0,0,36
,,7,Cory Schlesinger,4,0,0,13
,,11,Mike McMahon,3,0,0,7
,,3,Lamont Warren,3,0,0,3
,,-1,Charlie Batch,1,0,0,-1
,,16,Steve McNair,10,0,2,74
,,9,Eddie George,22,0,0,70
,,2,Skip Hicks,1,0,0,2
,,9,Elvis Joseph,6,0,0,22
,,15,Mark Brunell,2,0,0,21
,,14,Frank Moreau,4,0,1,20
,,4,Alvis Whitted,1,0,0,4
,,2,Stacey Mack,4,0,1,3
,,20,Stephen Davis,32,0,1,142
,,16,KiJana Carter,10,0,0,57
,,17,Tony Banks,4,0,0,27
,,41,Shaun Alexander,13,0,1,60
,,0,Matt Hasselbeck,1,0,0,0
,,12,Charlie Garner,10,0,0,44
,,10,Rich Gannon,9,0,0,24
,,20,Terry Kirby,3,0,0,24
,,10,Tim Brown,1,0,0,10
,,3,Zack Crockett,6,0,2,10
,,2,Randy Jordan,1,0,0,2
,,16,Terrell Davis,17,0,0,70
,,18,Mike Anderson,5,1,0,44
,,5,Eddie Kennison,1,0,0,5
,,13,Michael Pittman,17,0,0,54
,,8,Thomas Jones,5,0,0,15
,,8,Jake Plummer,3,0,0,9
,,21,Tiki Barber,17,0,0,118
,,13,Ron Dayne,19,0,1,49
,,21,Ike Hilliard,1,0,0,21
,,3,Kerry Collins,4,0,0,-2
,,44,Maurice Smith,27,0,0,148
,,3,Bob Christian,3,0,0,4
,,5,Michael Vick,2,0,0,4
,,-1,Doug Johnson,1,0,0,-1
,,47,Troy Hambrick,20,0,0,127
,,58,Michael Wiley,7,0,0,85
,,2,Raghib Ismail,1,0,0,2
,,0,Micah Knorr,1,0,0,0
,,0,Tony Taylor,1,0,0,0
,,0,Ryan Leaf,3,0,0,-7
,,12,Anthony Thomas,22,0,0,45
,,6,James Allen,1,0,0,6
,,-4,Marty Booker,1,0,0,-4
,,-4,Jim Miller,1,0,0,-4
,,24,Ahman Green,18,0,0,93
,,6,Dorsey Levens,3,0,0,9
,,-1,Brett Favre,2,0,0,-2
,,14,James Jackson,18,0,0,57
,,11,Tim Couch,3,0,0,15
,,2,Jamel White,2,0,0,2
,,27,Jerome Bettis,29,0,0,163
,,40,Kordell Stewart,7,0,0,65
,,20,Amos Zereoue,4,0,0,20
,,-1,Chris Fuamatu Maafala,1,0,0,-1
,,13,Terrell Davis,33,0,0,83
,,11,Mike Anderson,4,0,0,23
,,8,Brian Griese,5,0,0,11
,,22,LaDainian Tomlinson,14,0,0,75
,,16,Terrell Fletcher,1,0,0,16
,,4,Doug Flutie,2,0,0,5
,,11,Reuben Droughns,13,0,0,30
,,5,Cory Schlesinger,7,0,1,13
,,3,Charlie Batch,1,0,0,3
,,3,Mike McMahon,1,0,0,3
,,3,Lamont Warren,1,0,0,3
,,9,Warrick Dunn,17,0,0,51
,,12,Mike Alstott,8,0,0,48
,,14,Dominic Rhodes,14,0,0,42
,,7,Kevin McDougal,10,0,0,18
,,5,Peyton Manning,1,0,0,5
,,56,Travis Minor,7,0,1,71
,,18,Lamar Smith,18,0,0,53
,,9,Jay Fiedler,2,0,0,8
,,2,Rob Konrad,1,0,0,2
,,17,Stacey Mack,15,0,2,71
,,6,Elvis Joseph,6,0,0,25
,,1,Mark Brunell,1,0,0,1
,,2,Frank Moreau,2,0,0,1
,,-1,Jonathan Quinn,1,0,0,-1
,,19,Corey Dillon,17,0,1,58
,,8,Brandon Bennett,3,0,0,14
,,1,Peter Warrick,1,0,0,1
,,0,Jon Kitna,2,0,0,0
,,42,Antowain Smith,20,0,2,100
,,17,Troy Brown,1,0,0,17
,,3,Marc Edwards,3,0,0,8
,,7,David Patten,1,0,0,7
,,7,Kevin Faulk,2,0,0,3
,,2,Tom Brady,4,0,0,-1
,,8,Travis Henry,16,0,0,51
,,7,Rob Johnson,5,0,0,18
,,25,Curtis Martin,20,0,3,113
,,18,LaMont Jordan,10,0,0,40
,,11,Laveranues Coles,1,0,0,11
,,8,Richie Anderson,2,0,0,10
,,2,Jerald Sowell,1,0,0,2
,,0,Vinny Testaverde,3,0,0,-2
,,11,Priest Holmes,18,0,0,71
,,13,Tony Richardson,5,0,0,22
,,6,Dante Hall,1,0,0,6
,,1,Trent Green,2,0,0,1
,,44,Duce Staley,17,0,1,146
,,16,Correll Buckhalter,11,0,1,66
,,15,Donovan McNabb,3,0,1,37
,,14,James Thrash,1,0,0,14
,,12,Freddie Mitchell,1,0,0,12
,,-1,Koy Detmer,2,0,0,-3
,,16,Daunte Culpepper,6,0,0,21
,,7,Doug Chapman,9,0,0,19
,,5,Jimmy Kleinsasser,4,0,0,12
,,3,Travis Prentice,2,0,0,4
,,88,Shaun Alexander,35,0,3,266
,,15,Matt Hasselbeck,6,0,0,34
,,19,Jay Graham,1,0,0,19
,,13,Charlie Garner,13,0,0,57
,,17,Rich Gannon,3,0,0,28
,,3,Terry Kirby,1,0,0,3
,,0,Zack Crockett,1,0,0,0
,,23,Garrison Hearst,17,0,0,145
,,7,Kevan Barlow,3,0,0,12
,,12,Terrell Owens,1,0,0,12
,,1,Terry Jackson,1,0,0,1
,,-1,Jeff Garcia,4,0,0,-6
,,18,Ricky Williams,24,0,0,121
,,10,Aaron Brooks,4,0,0,16
,,11,Deuce McAllister,4,0,0,15
,,71,Marshall Faulk,15,0,2,183
,,45,Trung Canidate,16,0,1,145
,,13,Ernie Conwell,1,0,0,13
,,2,Robert Holcombe,5,0,1,0
,,0,Justin Watson,1,0,0,0
,,-1,Az Zahir Hakim,1,0,0,-1
,,-1,Jamie Martin,2,0,0,-3
,,11,Nick Goings,9,0,0,13
,,4,Matt Lytle,2,0,0,8
,,4,Richard Huntley,6,0,0,7
,,2,Steve Smith,1,0,0,2
,,1,Brad Hoover,1,0,0,1
,,9,Eddie George,22,0,0,71
,,9,Steve McNair,6,0,0,19
,,25,Jason Brookins,14,0,0,57
,,3,Obafemi Ayanbadejo,6,0,0,10
,,8,Travis Taylor,1,0,0,8
,,4,Elvis Grbac,2,0,0,3
,,-1,Terry Allen,1,0,0,-1
,,10,Michael Pittman,23,0,0,81
,,5,Jake Plummer,1,0,0,5
,,3,Thomas Jones,2,0,1,3
,,13,Lamont Warren,9,0,1,32
,,5,Cory Schlesinger,6,0,1,9
,,7,Reuben Droughns,6,0,0,5
,,3,Larry Foster,1,0,0,3
,,22,Jason Brookins,21,0,0,89
,,9,Moe Williams,5,0,0,19
,,0,Jermaine Lewis,1,0,0,0
,,21,Benjamin Gay,18,0,1,56
,,7,Jamel White,9,0,1,29
,,12,Dennis Northcutt,1,0,0,12
,,-1,Tim Couch,2,0,0,-2
,,16,Travis Henry,13,0,0,29
,,9,Sammy Morris,2,0,0,13
,,5,Larry Centers,3,0,0,11
,,7,Shawn Bryson,2,0,0,8
,,6,Peerless Price,1,0,0,6
,,2,Alex Van Pelt,1,0,0,2
,,21,Shaun Alexander,25,0,1,93
,,9,Darrell Jackson,1,0,0,9
,,4,Mack Strong,2,0,0,7
,,6,Matt Hasselbeck,4,0,0,3
,,18,Richard Huntley,13,0,0,63
,,39,Steve Smith,1,0,0,39
,,2,Brad Hoover,1,0,0,2
,,-1,Chris Weinke,1,0,0,-1
,,31,Garrison Hearst,17,0,0,92
,,6,Kevan Barlow,7,0,0,19
,,9,Fred Beasley,1,0,0,9
,,1,Jeff Garcia,1,0,0,1
,,9,Corey Dillon,17,0,0,38
,,9,Jon Kitna,1,0,0,9
,,6,Brandon Bennett,2,0,0,7
,,-14,Peter Warrick,1,0,0,-14
,,24,Steve McNair,5,0,0,68
,,10,Eddie George,23,0,0,61
,,5,Skip Hicks,3,0,0,0
,,27,Emmitt Smith,15,0,0,80
,,16,Joey Galloway,2,0,0,22
,,15,Troy Hambrick,3,0,0,17
,,9,Michael Wiley,2,0,0,13
,,0,Ryan Leaf,1,0,0,0
,,18,Duce Staley,26,0,0,102
,,14,Donovan McNabb,4,0,0,24
,,-1,Koy Detmer,2,0,0,-2
,,-2,Brian Mitchell,2,0,0,-10
,,-16,Freddie Mitchell,1,0,0,-16
,,6,Mike Anderson,13,0,0,31
,,24,Brian Griese,4,0,0,29
,,7,Olandis Gary,10,0,0,28
,,32,Stephen Davis,24,0,0,97
,,10,KiJana Carter,2,0,0,16
,,10,Tony Banks,2,0,0,10
,,0,Kent Graham,4,0,0,-5
,,21,Ahman Green,17,0,0,62
,,8,Dorsey Levens,1,0,0,8
,,0,Brett Favre,1,0,0,0
,,11,Maurice Smith,19,0,0,43
,,12,Bob Christian,4,0,0,40
,,0,Chris Chandler,2,0,0,-1
,,8,Lamar Smith,19,0,0,53
,,10,Jay Fiedler,4,0,0,14
,,3,Travis Minor,6,0,0,9
,,2,James McKnight,1,0,0,2
,,20,Curtis Martin,18,0,0,66
,,12,LaMont Jordan,3,0,0,29
,,5,Richie Anderson,1,0,0,5
,,-6,Santana Moss,1,0,0,-6
,,0,Vinny Testaverde,5,0,0,-8
,,6,Antowain Smith,15,0,0,36
,,4,Kevin Faulk,2,0,0,7
,,7,Tom Brady,2,0,0,6
,,2,Marc Edwards,1,0,0,2
,,12,Marshall Faulk,20,0,0,83
,,7,Kurt Warner,6,0,0,3
,,1,Trung Canidate,1,0,0,1
,,-1,Ernie Conwell,1,0,0,-1
,,16,Ricky Williams,28,0,1,120
,,13,Aaron Brooks,4,0,1,26
,,6,Albert Connell,1,0,0,6
,,3,Deuce McAllister,4,0,0,5
,,14,Dominic Rhodes,18,0,1,67
,,2,Peyton Manning,4,0,0,7
,,3,Marvin Harrison,1,0,0,3
,,40,Jerome Bettis,21,0,0,52
,,19,Kordell Stewart,5,0,1,50
,,28,Amos Zereoue,6,0,0,39
,,3,Hines Ward,1,0,0,3
,,1,Chris Fuamatu Maafala,1,0,0,1
,,27,Jonathan Quinn,4,0,0,39
,,8,Elvis Joseph,3,0,0,6
,,9,Stacey Mack,8,0,0,6
,,-3,Jimmy Smith,1,0,0,-3
,,14,Charlie Garner,18,0,0,59
,,6,Zack Crockett,7,0,0,16
,,16,Rich Gannon,2,0,0,15
,,-2,Randy Jordan,1,0,0,-2
,,10,LaDainian Tomlinson,22,0,1,68
,,67,Curtis Conway,1,0,1,67
,,7,Terrell Fletcher,2,0,0,9
,,4,Doug Flutie,4,0,0,8
,,8,Warrick Dunn,8,0,0,12
,,2,Brad Johnson,3,0,1,5
,,3,Mike Alstott,4,0,1,2
,,9,Anthony Thomas,23,0,0,58
,,7,James Allen,2,0,0,12
,,0,Jim Miller,4,0,0,-2
,,16,Michael Bennett,11,0,0,33
,,13,Daunte Culpepper,9,0,0,26
,,18,Randy Moss,1,0,0,18
,,6,Travis Prentice,2,0,0,7
,,5,Jimmy Kleinsasser,4,0,0,6
,,6,Harold Morrow,1,0,0,6
,,29,Tiki Barber,8,0,1,55
,,5,Kerry Collins,3,0,0,9
,,2,Ron Dayne,4,0,0,-3
,,11,Troy Hambrick,5,0,2,17
,,7,Emmitt Smith,9,0,0,9
,,3,Michael Wiley,2,0,0,1
,,12,Mike Anderson,33,0,1,118
,,5,Olandis Gary,2,0,0,5
,,-1,Brian Griese,4,0,0,-4
,,38,James Stewart,14,0,0,102
,,26,Cory Schlesinger,5,0,0,39
,,8,Mike McMahon,3,1,0,12
,,10,Lamont Warren,2,0,1,11
,,3,Larry Foster,1,0,0,3
,,26,Ahman Green,22,0,1,102
,,4,Dorsey Levens,4,0,0,3
,,-1,Brett Favre,1,0,0,-1
,,25,Travis Henry,19,0,1,97
,,12,Shawn Bryson,4,0,0,26
,,4,Peerless Price,1,0,0,4
,,0,Sammy Morris,1,0,0,0
,,0,Alex Van Pelt,1,0,0,0
,,8,Travis Minor,8,0,0,38
,,9,Lamar Smith,17,0,1,37
,,13,Jay Fiedler,4,0,0,28
,,-2,Ray Lucas,1,0,0,-2
,,14,Richard Huntley,19,0,0,55
,,12,Chris Weinke,7,0,1,38
,,3,Chris Hetherington,1,0,0,3
,,0,Brad Hoover,1,0,0,0
,,53,Bob Christian,4,0,1,78
,,21,Maurice Smith,21,0,0,57
,,7,Chris Chandler,5,0,0,6
,,3,Rodney Thomas,3,0,0,4
,,6,James Jackson,18,0,0,40
,,9,Benjamin Gay,10,0,0,16
,,5,Jamel White,5,0,0,13
,,9,Dennis Northcutt,1,0,0,9
,,1,Tim Couch,5,0,0,0
,,18,Corey Dillon,20,0,0,63
,,12,Brandon Bennett,2,0,0,17
,,4,Lorenzo Neal,1,0,0,4
,,0,Akili Smith,1,0,0,0
,,17,Dominic Rhodes,27,0,2,104
,,12,Kevin McDougal,4,0,0,23
,,0,Peyton Manning,1,0,0,0
,,43,Garrison Hearst,12,0,2,106
,,13,Kevan Barlow,8,0,0,42
,,16,Fred Beasley,3,0,0,23
,,11,Stacey Mack,13,0,2,50
,,12,Elvis Joseph,5,0,0,22
,,3,Mark Brunell,1,0,0,3
,,12,Jason Brookins,32,0,2,82
,,12,Moe Williams,9,0,0,31
,,2,Elvis Grbac,1,0,0,2
,,12,Priest Holmes,26,0,0,120
,,15,Mike Cloud,5,0,1,35
,,6,Tony Richardson,9,0,1,18
,,9,Trent Green,4,0,0,15
,,15,Shaun Alexander,13,0,0,43
,,12,Mack Strong,2,0,0,14
,,5,Matt Hasselbeck,2,0,0,8
,,13,Michael Bennett,12,0,0,75
,,11,Daunte Culpepper,7,0,0,43
,,2,Doug Chapman,2,0,0,4
,,2,Harold Morrow,1,0,0,2
,,0,Travis Prentice,1,0,0,0
,,19,James Allen,27,0,0,107
,,34,Leon Johnson,2,0,1,35
,,0,Jim Miller,1,0,0,0
,,15,Antowain Smith,24,0,1,111
,,24,Kevin Faulk,3,0,0,36
,,12,JR Redmond,4,0,0,20
,,11,Tom Brady,4,0,0,14
,,4,Marc Edwards,3,0,0,10
,,26,Aaron Brooks,7,0,0,65
,,14,Ricky Williams,15,0,1,56
,,36,Tiki Barber,19,0,1,124
,,11,Ron Dayne,6,0,0,26
,,3,Kerry Collins,2,0,0,3
,,38,Charlie Garner,14,0,0,68
,,8,Zack Crockett,10,0,1,25
,,6,Tyrone Wheatley,5,0,0,17
,,6,Rich Gannon,3,0,0,9
,,7,Duce Staley,15,0,0,50
,,33,Donovan McNabb,3,0,0,39
,,3,Correll Buckhalter,4,0,0,5
,,26,Stephen Davis,22,0,0,79
,,13,KiJana Carter,18,0,1,56
,,6,Tony Banks,5,0,0,20
,,13,LaDainian Tomlinson,21,0,0,75
,,12,Doug Flutie,2,0,0,9
,,5,Michael Pittman,18,0,1,44
,,10,Thomas Jones,5,0,0,22
,,5,Jake Plummer,1,0,0,5
,,16,Eddie George,15,0,0,58
,,12,Steve McNair,5,0,1,18
,,5,Skip Hicks,1,0,0,5
,,17,Jerome Bettis,21,0,0,73
,,48,Kordell Stewart,8,0,1,54
,,2,Amos Zereoue,1,0,0,2
,,1,Chris Fuamatu Maafala,1,0,0,1
,,18,Marshall Faulk,12,1,0,55
,,9,Trung Canidate,2,0,0,13
,,3,Ernie Conwell,1,0,0,3
,,3,Robert Holcombe,1,0,0,3
,,2,Isaac Bruce,1,0,0,2
,,0,John Baker,1,0,0,0
,,0,Kurt Warner,1,0,0,0
,,21,Warrick Dunn,14,0,1,60
,,9,Mike Alstott,11,0,2,34
,,2,Brad Johnson,6,0,0,-3
,,16,Priest Holmes,18,0,0,76
,,4,Dante Hall,1,0,0,4
,,3,Tony Richardson,1,0,0,3
,,17,Duce Staley,25,0,0,80
,,15,Donovan McNabb,9,0,0,41
,,7,Correll Buckhalter,2,0,0,6
,,20,Michael Vick,6,0,0,52
,,15,Rodney Thomas,6,0,0,27
,,7,Maurice Smith,14,0,0,23
,,13,Chris Chandler,3,0,0,21
,,5,Bob Christian,1,0,0,5
,,18,Marshall Faulk,12,0,0,70
,,6,Trung Canidate,7,0,0,16
,,3,Kurt Warner,1,0,0,3
,,55,Moe Williams,24,0,0,111
,,9,Obafemi Ayanbadejo,3,0,1,9
,,8,Jermaine Lewis,3,0,0,9
,,1,Elvis Grbac,1,0,0,1
,,6,Dominic Rhodes,16,0,0,42
,,9,Peyton Manning,1,0,0,9
,,12,James Allen,25,0,0,93
,,6,Leon Johnson,5,0,1,10
,,4,Autry Denson,1,0,0,4
,,3,Jim Miller,3,0,0,1
,,15,Mike McMahon,4,0,0,25
,,9,James Stewart,11,0,1,21
,,10,Charlie Batch,3,0,0,12
,,4,Cory Schlesinger,4,0,0,11
,,-2,Lamont Warren,1,0,0,-2
,,16,Corey Dillon,23,0,0,79
,,7,Brandon Bennett,1,0,0,7
,,11,Warrick Dunn,21,0,0,42
,,11,Mike Alstott,6,0,0,24
,,1,Brad Johnson,3,0,0,-1
,,20,Benjamin Gay,8,0,0,37
,,12,Tim Couch,2,0,0,18
,,5,Dennis Northcutt,1,0,0,5
,,5,Jamel White,4,1,0,4
,,1,Scott Frost,1,0,0,1
,,0,Kelly Holcomb,1,0,0,0
,,7,Eddie George,23,0,1,51
,,25,Skip Hicks,10,0,0,51
,,6,Steve McNair,2,0,0,10
,,1,NO Donnell,4,0,0,-1
,,10,Lamar Smith,15,0,1,36
,,3,Ray Lucas,1,0,0,3
,,3,Jay Fiedler,4,0,0,2
,,2,Travis Minor,2,0,0,1
,,14,Terrell Davis,20,0,0,97
,,7,Mike Anderson,6,0,0,24
,,9,Brian Griese,3,0,0,13
,,5,KaRon Coleman,2,0,0,9
,,4,A Carter,1,0,0,4
,,15,Ricky Williams,27,0,0,102
,,8,Aaron Brooks,5,0,0,18
,,3,Deuce McAllister,2,0,0,5
,,12,Richard Huntley,15,0,0,41
,,6,Chris Weinke,2,0,2,7
,,1,Nick Goings,2,0,0,1
,,17,Curtis Martin,20,0,0,99
,,12,Vinny Testaverde,2,0,0,21
,,5,LaMont Jordan,2,0,0,7
,,8,Richie Anderson,3,0,0,6
,,-2,Laveranues Coles,1,0,0,-2
,,5,Antowain Smith,12,0,1,28
,,13,Kevin Faulk,3,0,0,23
,,10,JR Redmond,3,0,0,17
,,4,Marc Edwards,2,0,1,5
,,2,Tom Brady,3,0,0,0
,,22,Jerome Bettis,19,0,1,81
,,46,Chris Fuamatu Maafala,12,0,0,74
,,14,Jon Witman,2,0,0,16
,,4,Amos Zereoue,5,0,1,15
,,12,Troy Edwards,1,0,1,12
,,21,Kordell Stewart,7,0,0,9
,,12,Michael Bennett,13,0,0,34
,,9,Doug Chapman,1,0,0,9
,,4,Todd Bouman,1,0,0,4
,,-2,Travis Prentice,1,0,0,-2
,,17,Charlie Garner,15,0,0,59
,,8,Rich Gannon,7,0,0,30
,,19,Tim Brown,1,0,0,19
,,7,Zack Crockett,4,0,1,16
,,6,Tyrone Wheatley,5,0,0,11
,,42,Michael Pittman,18,0,1,78
,,10,Thomas Jones,10,0,1,36
,,19,Joel Makovicka,1,0,0,19
,,6,Jake Plummer,4,1,0,16
,,-4,David Boston,1,0,0,-4
,,12,Shaun Alexander,29,0,1,87
,,9,Matt Hasselbeck,4,0,0,21
,,3,Mack Strong,2,0,0,6
,,3,Koren Robinson,1,0,0,3
,,19,LaDainian Tomlinson,24,0,1,87
,,16,Doug Flutie,2,0,0,22
,,-2,Terrell Fletcher,1,0,0,-2
,,13,Garrison Hearst,25,0,1,124
,,12,Terry Jackson,5,0,0,37
,,13,Paul Smith,4,0,1,27
,,5,Jeff Garcia,4,0,0,18
,,16,Vinny Sutherland,1,0,0,16
,,3,Fred Beasley,4,0,1,8
,,12,Larry Centers,3,0,0,14
,,9,Travis Henry,6,0,0,9
,,5,Sammy Morris,2,0,0,6
,,10,Stephen Davis,17,0,0,53
,,14,Tony Banks,4,0,1,25
,,3,KiJana Carter,1,0,0,3
,,15,Emmitt Smith,25,0,1,102
,,46,Michael Wiley,3,0,0,61
,,13,Troy Hambrick,10,0,0,47
,,10,Quincy Carter,7,0,0,5
,,5,Stacey Mack,16,0,0,27
,,10,Mark Brunell,3,0,0,23
,,7,Elvis Joseph,4,0,0,12
,,10,Ahman Green,17,0,0,31
,,6,Brett Favre,2,0,1,5
,,1,Dorsey Levens,2,0,0,1
,,7,Michael Pittman,14,0,0,46
,,8,Jake Plummer,3,0,0,21
,,16,MarTay Jenkins,2,0,0,10
,,1,Thomas Jones,2,0,0,2
,,1,Mike Gruttadauria,1,0,0,1
