ats margin, ats streak, cdivision, coach, completions, conference, date, day, division, dpa, dps, first downs, fourth downs attempted, fourth downs made, full name, fumbles, fumbles lost, game number, game type, heritage total open, interceptions, line, losses, margin, margin after the first, margin after the third, margin at the half, matchup losses, matchup wins, month, mybookie total open, opponents, ou margin, ou streak, overtime, passes, passing yards, penalties, penalties yards, penalty yards, playoffs, points, quarter scores, rank, rest, rot, round, rushes, rushing yards, school, season, seed, site, site streak, start time, streak, team, temperature, third downs attempted, third downs made, time of possession, total, turnover margin, turnovers, week, wind, wins
24.000,1,,Dick Sheridan,,ACC,19890923,Saturday,1A,,,,,,North Carolina State Wolfpack,,,4,RS,,,-10.000,0,34,,,,0,0,9,,['MARY', 'GTCH', 'WAKE'],,,0,,,,,,0,40,,,6,,,,,,1989,,home,-1,,3,NCST,,,,,,,,4,,3
-24.000,,,Mack Brown,,ACC,19890923,Saturday,1A,,,,,,North Carolina Tar Heels,,,3,RS,,,10.000,1,-34,,,,0,0,9,,['VMI', 'KTKY'],,,0,,,,,,0,6,,,6,,,,,,1989,,away,-1,,-1,NCAR,,,,,,,,4,,1
-6.500,-1,,Francis Peay,,B10,19890923,Saturday,1A,,,,,,Northwestern Wildcats,,,3,RS,,,4.500,2,-11,,,,0,0,9,,['DUKE', 'AIR'],,,0,,,,,,0,27,,,6,,,,,,1989,,home,1,,-2,NORW,,,,,,,,4,,0
6.500,1,,Dick Anderson,,IND,19890923,Saturday,1A,,,,,,Rutgers Scarlet Knights,,,4,RS,,,-4.500,0,11,,,,0,0,9,,['CIN', 'BALL', 'BCOL'],,,0,,,,,,0,38,,,6,,,,,,1989,,away,2,,1,RUT,,,,,,,,4,,1
-9.000,2,,Lou Holtz,,IND,19890923,Saturday,1A,,,,,,Notre Dame Fighting Irish,,,3,RS,,,-17.000,0,8,,,,0,0,9,,['VIR', 'MICH'],,,0,,,,,,0,21,,,6,,,,,,1989,,home,-1,,2,NOTD,,,,,,,,4,,2
9.000,1,,George Perles,,B10,19890923,Saturday,1A,,,,,,Michigan State Spartans,,,2,RS,,,17.000,0,-8,,,,0,0,9,,['MIAO'],,,0,,,,,,0,13,,,6,,,,,,1989,,away,1,,1,MCST,,,,,,,,4,,1
-21.000,-2,,Pat Jones,,B12,19890923,Saturday,1A,,,,,,Oklahoma State Cowboys,,,3,RS,,,-5.000,2,-16,,,,0,0,9,,['TLS', 'OHST'],,,0,,,,,,0,15,,,6,,,,,,1989,,home,-2,,-2,OKST,,,,,,,,4,,0
21.000,-1,,Spike Dykes,,SWC,19890923,Saturday,1A,,,,,,Texas Tech Red Raiders,,,3,RS,,,5.000,0,16,,,,0,0,9,,['ARZ', 'NMX'],,,0,,,,,,0,31,,,6,,,,,,1989,,away,2,,2,TXT,,,,,,,,4,,2
5.000,1,,Mike Gottfried,,IND,19890923,Saturday,1A,,,,,,Pittsburgh Panthers,,,3,RS,,,-2.000,0,7,,,,0,0,9,,['APAC', 'BCOL'],,,0,,,,,,0,30,,,13,,,,,,1989,,home,-1,,2,PIT,,,,,,,,4,,2
-5.000,-1,,Dick MacPherson,,IND,19890923,Saturday,1A,,,,,,Syracuse Orange,,,3,RS,,,2.000,0,-7,,,,0,0,9,,['TEM', 'ARMY'],,,0,,,,,,0,23,,,6,,,,,,1989,,away,1,,2,SYR,,,,,,,,4,,2
-5.500,1,,Joe Paterno,,IND,19890923,Saturday,1A,,,,,,Penn State Nittany Lions,,,3,RS,,,-9.500,1,4,,,,0,0,9,,['VIR', 'TEM'],,,0,,,,,,0,7,,,6,,,,,,1989,,home,2,,1,PNST,,,,,,,,4,,1
5.500,-2,,Jack Bicknell,,IND,19890923,Saturday,1A,,,,,,Boston College Eagles,,,3,RS,,,9.500,2,-4,,,,0,0,9,,['PIT', 'RUT'],,,0,,,,,,0,3,,,6,,,,,,1989,,away,-1,,-2,BCOL,,,,,,,,4,,0
-18.000,2,,Fred Goldsmith,,SWC,19890923,Saturday,1A,,,,,,Rice Owls,,,3,RS,,,-3.000,1,-15,,,,0,0,9,,['SMU', 'TLN'],,,0,,,,,,0,3,,,13,,,,,,1989,,home,-2,,-1,RICE,,,,,,,,4,,1
18.000,,,Nelson Stokley,,IND,19890923,Saturday,1A,,,,,,UL Lafayette Ragin Cajuns,,,4,RS,,,3.000,2,15,,,,0,0,9,,['LTCH', 'CMCH', 'TLN'],,,0,,,,,,0,18,,,6,,,,,,1989,,away,-1,,-1,LLAF,,,,,,,,4,,1
4.000,-3,,Sparky Woods,,IND,19890923,Saturday,1A,,,,,,South Carolina Gamecocks,,,4,RS,,,-7.000,1,11,,,,0,0,9,,['DUKE', 'VTCH', 'WVA'],,,0,,,,,,0,21,,,6,,,,,,1989,,home,-1,,-1,SCAR,,,,,,,,4,,1
-4.000,-1,,Bobby Ross,,ACC,19890923,Saturday,1A,,,,,,Georgia Tech Yellow Jackets,,,3,RS,,,7.000,2,-11,,,,0,0,9,,['NCST', 'VIR'],,,0,,,,,,0,10,,,6,,,,,,1989,,away,1,,-2,GTCH,,,,,,,,4,,0
-11.500,1,,Al Luginbill,,WAC,19890923,Saturday,1A,,,,,,San Diego State Aztecs,,,3,RS,,,-11.500,2,0,,,,0,0,9,,['AIR', 'UCLA'],,,0,,,,,,0,41,,,6,,,,,,1989,,home,1,,-2,SDST,,,,,,,,4,,0
11.500,-1,,,,,19890923,Saturday,1AA,,,,,,,,,2,RS,,,11.500,1,0,,,,0,0,9,,['COST'],,,0,,,,,,0,41,,,6,,,,,,1989,,away,-1,,-1,CFUL,,,,,,,,4,,0
1.000,,,Forrest Gregg,,SWC,19890923,Saturday,1A,,,,,,Southern Methodist Mustangs,,,3,RS,,,33.000,1,-32,,,,0,0,9,,['RICE', 'CON'],,,0,,,,,,0,13,,,6,,,,,,1989,,home,2,,1,SMU,,,,,,,,4,,1
-1.000,-1,,David McWilliams,,SWC,19890923,Saturday,1A,,,,,,Texas Longhorns,,,2,RS,,,-33.000,1,32,,,,0,0,9,,['COLO'],,,0,,,,,,0,45,,,18,,,,,,1989,,away,-1,,-1,TEX,,,,,,,,4,,0
7.500,-2,,Dennis Green,,P10,19890923,Saturday,1A,,,,,,Stanford Cardinal,,,3,RS,,,6.500,2,1,,,,0,0,9,,['ARZ', 'ORST'],,,0,,,,,,0,18,,,13,,,,,,1989,,home,-2,,-2,STAN,,,,,,,,4,,0
-7.500,2,,Rich Brooks,,P10,19890923,Saturday,1A,,,,,,Oregon Ducks,,,3,RS,,,-6.500,0,-1,,,,0,0,9,,['CAL', 'IOWA'],,,0,,,,,,0,17,,,6,,,,,,1989,,away,-1,,2,ORE,,,,,,,,4,,2
7.500,-1,,Jim Wacker,,SWC,19890923,Saturday,1A,,,,,,Texas Christian Horned Frogs,,,3,RS,,,5.500,2,2,,,,0,0,9,,['MIZ', 'TXAM'],,,0,,,,,,0,19,,,6,,,,,,1989,,home,1,,-2,TCU,,,,,,,,4,,0
-7.500,-2,,Curley Hallman,,IND,19890923,Saturday,1A,,,,,,Southern Mississippi Golden Eagles,,,4,RS,,,-5.500,2,-2,,,,0,0,9,,['FLST', 'MSST', 'AUB'],,,0,,,,,,0,17,,,6,,,,,,1989,,away,-1,,-2,SMIS,,,,,,,,4,,1
-13.000,-1,,Dave Radar,,IND,19890923,Saturday,1A,,,,,,Tulsa Golden Hurricane,,,4,RS,,,-15.000,1,2,,,,0,0,9,,['UTEP', 'OKST', 'ARK'],,,0,,,,,,0,35,,,6,,,,,,1989,,home,-1,,-1,TLS,,,,,,,,4,,2
13.000,3,,Mike Sheppard,,WAC,19890923,Saturday,1A,,,,,,New Mexico Lobos,,,4,RS,,,15.000,2,-2,,,,0,0,9,,['BYU', 'NMST', 'TXT'],,,0,,,,,,0,33,,,6,,,,,,1989,,away,-1,,-1,NMX,,,,,,,,4,,1
5.500,-2,,Terry Donahue,,P10,19890923,Saturday,1A,,,,,,UCLA Bruins,,,3,RS,,,6.500,1,-1,,,,0,0,9,,['TEN', 'SDST'],,,0,,,,,,0,23,,,6,,,,,,1989,,home,-1,,1,UCLA,,,,,,,,4,,1
-5.500,-1,,Bo Schembechler,,B10,19890923,Saturday,1A,,,,,,Michigan Wolverines,,,2,RS,,,-6.500,1,1,,,,0,0,9,,['NOTD'],,,0,,,,,,0,24,,,6,,,,,,1989,,away,1,,-1,MICH,,,,,,,,4,,0
31.500,1,,Larry Smith,,P10,19890923,Saturday,1A,,,,,,Southern California Trojans,,,3,RS,,,-7.500,1,39,,,,0,0,9,,['ILL', 'UTST'],,,0,,,,,,0,42,,,6,,,,,,1989,,home,2,,1,USC,,,,,,,,4,,1
-31.500,1,,John Cooper,,B10,19890923,Saturday,1A,,,,,,Ohio State Buckeyes,,,2,RS,,,7.500,0,-39,,,,0,0,9,,['OKST'],,,0,,,,,,0,3,,,6,,,,,,1989,,away,1,,1,OHST,,,,,,,,4,,1
27.000,-1,,Watson Brown,,SEC,19890923,Saturday,1A,,,,,,Vanderbilt Commodores,,,2,RS,,,-17.000,1,44,,,,0,0,9,,['MSST'],,,0,,,,,,0,54,,,20,,,,,,1989,,home,-1,,-1,VAN,,,,,,,,4,,0
-27.000,-1,,Cleve Bryant,,MAC,19890923,Saturday,1A,,,,,,Ohio Bobcats,,,2,RS,,,17.000,1,-44,,,,0,0,9,,['IWST'],,,0,,,,,,0,10,,,13,,,,,,1989,,away,-1,,-1,OHU,,,,,,,,4,,0
13.500,2,,George Welsh,,ACC,19890923,Saturday,1A,,,,,,Virginia Cavaliers,,,4,RS,,,-7.500,1,21,,,,0,0,9,,['NOTD', 'PNST', 'GTCH'],,,0,,,,,,0,49,,,6,,,,,,1989,,home,-3,,2,VIR,,,,,,,,4,,2
-13.500,-2,,Steve Spurrier,,ACC,19890923,Saturday,1A,,,,,,Duke Blue Devils,,,4,RS,,,7.500,2,-21,,,,0,0,9,,['SCAR', 'NORW', 'TEN'],,,0,,,,,,0,28,,,6,,,,,,1989,,away,-1,,-1,DUKE,,,,,,,,4,,1
8.000,-1,,Frank Beamer,,IND,19890923,Saturday,1A,,,,,,Virginia Tech Hokies,,,4,RS,,,-15.000,1,23,,,,0,0,9,,['AKRON', 'SCAR', 'CLEM'],,,0,,,,,,0,23,,,6,,,,,,1989,,home,1,,-1,VTCH,,,,,,,,4,,1
-8.000,-3,,Jerry Berndt,,IND,19890923,Saturday,1A,,,,,,Temple Owls,,,4,RS,,,15.000,3,-23,,,,0,0,9,,['WMCH', 'SYR', 'PNST'],,,0,,,,,,0,0,,,6,,,,,,1989,,away,-1,,-3,TEM,,,,,,,,4,,0
0.000,1,,Paul Roach,,WAC,19890923,Saturday,1A,,,,,,Wyoming Cowboys,,,4,RS,,,6.000,2,-6,,,,0,0,9,,['LOU', 'AIR', 'HAW'],,,0,,,,,,0,23,,,6,,,,,,1989,,home,1,,1,WYO,,,,,,,,4,,1
0.000,,,Don James,,P10,19890923,Saturday,1A,,,,,,Washington State Cougars,,,4,RS,,,-6.000,0,6,,,,0,0,9,,['IDA', 'BYU', 'ORST'],,,0,,,,,,0,29,,,6,,,,,,1989,,away,1,,3,WAST,,,,,,,,4,,3
4.500,-1,,Ken Hatfield,,SWC,19890930,Saturday,1A,,,,,,Arkansas Razorbacks,,,3,RS,,,-27.500,0,32,,,,0,0,9,,['TLS', 'MIS'],,,0,,,,,,0,39,,,6,,,,,,1989,,home,-1,,2,ARK,,,,,,,,5,,2
-4.500,1,,David Lee,,WAC,19890930,Saturday,1A,,,,,,Texas El Paso Miners,,,5,RS,,,27.500,3,-32,,,,0,0,9,,['TLS', 'LAMA', 'NMST', 'AIR'],,,0,,,,,,0,7,,,6,,,,,,1989,,away,-2,,-1,UTEP,,,,,,,,5,,1
-4.000,-1,,Jim Young,,IND,19890930,Saturday,1A,,,,,,Army Black Knights,,,3,RS,,,-32.000,1,28,,,,0,0,9,,['SYR', 'WAKE'],,,0,,,,,,0,56,,,6,,,,,,1989,,home,1,,1,ARMY,,,,,,,,5,,1
4.000,0,,,,,19890930,Saturday,,,,,,,,,,1,RS,,,32.000,0,-28,,,,0,0,9,,[],,0,0,,,,,,0,28,,,,,,,,,1989,,away,0,,0,HVD,,,,,,,,5,,0
11.500,-2,,Larry Marmie,,P10,19890930,Saturday,1A,,,,,,Arizona State Sun Devils,,,4,RS,,,-4.500,1,16,,,,0,0,9,,['KAST', 'SJST', 'HOU'],,,0,,,,,,0,19,,,6,,,,,,1989,,home,3,,-1,AZST,,,,,,,,5,,2
-11.500,-3,,Bob Stull,,B12,19890930,Saturday,1A,,,,,,Missouri Tigers,,,4,RS,,,4.500,2,-16,,,,0,0,9,,['TCU', 'IND', 'MIAF'],,,0,,,,,,0,3,,,6,,,,,,1989,,away,1,,-2,MIZ,,,,,,,,5,,1
10.000,1,,Grant Teaff,,SWC,19890930,Saturday,1A,,,,,,Baylor Bears,,,4,RS,,,-4.000,2,14,,,,0,0,9,,['OKLA', 'GEO', 'KAN'],,,0,,,,,,0,29,,,6,,,,,,1989,,home,1,,1,BAY,,,,,,,,5,,1
-10.000,1,,Spike Dykes,,SWC,19890930,Saturday,1A,,,,,,Texas Tech Red Raiders,,,4,RS,,,4.000,0,-14,,,,0,0,9,,['ARZ', 'NMX', 'OKST'],,,0,,,,,,0,15,,,6,,,,,,1989,,away,-1,,3,TXT,,,,,,,,5,,3
,,,Moe Ankney,,MAC,19890930,Saturday,1A,,,,,,Bowling Green Falcons,,,4,NL,,,,2,-14,,,,0,0,9,,['ECAR', 'BALL', 'CMCH'],,,0,,,,,,0,24,,,6,,,,,,1989,,home,2,,1,BOWL,,,,,,,,5,,1
,-1,,Gerry Faust,,IND,19890930,Saturday,1A,,,,,,Akron Zips,,,2,NL,,,,1,14,,,,0,0,9,,['VTCH'],,,0,,,,,,0,38,,,27,,,,,,1989,,away,-1,,-1,AKRON,,,,,,,,5,,0
-16.500,-1,,Earle Bruce,,WAC,19890930,Saturday,1A,,,,,,Colorado State Rams,,,5,RS,,,8.500,2,-25,,,,0,0,9,,['TEN', 'COLO', 'CFUL', 'EMCH'],,,0,,,,,,0,21,,,6,,,,,,1989,,home,2,,0,COST,,,,,,,,5,,1
16.500,-1,,Fisher DeBerry,,WAC,19890930,Saturday,1A,,,,,,Air Force Falcons,,,5,RS,,,-8.500,0,25,,,,0,0,9,,['SDST', 'WYO', 'NORW', 'UTEP'],,,0,,,,,,0,46,,,6,,,,,,1989,,away,1,,4,AIR,,,,,,,,5,,4
21.000,-3,,Steve Spurrier,,ACC,19890930,Saturday,1A,,,,,,Duke Blue Devils,,,5,RS,,,17.000,3,4,,,,0,0,9,,['SCAR', 'NORW', 'TEN', 'VIR'],,,0,,,,,,0,21,,,6,,,,,,1989,,home,-2,,-2,DUKE,,,,,,,,5,,1
-21.000,,,Danny Ford,,ACC,19890930,Saturday,1A,,,,,,Clemson Tigers,,,5,RS,,,-17.000,0,-4,,,,0,0,9,,['FUR', 'FLST', 'VTCH', 'MARY'],,,0,,,,,,0,17,,,6,,,,,,1989,,away,1,,4,CLEM,,,,,,,,5,,4
,,,Bill Lewis,,IND,19890930,Saturday,1A,,,,,,East Carolina Pirates,,,4,NL,,,,0,0,,,,0,0,9,,['BOWL', 'CIN', 'ILST'],,,0,,,,,,0,29,,,6,,,,,,1989,,home,1,,3,ECAR,,,,,,,,5,,3
,,,Joe Peace,,IND,19890930,Saturday,1A,,,,,,Louisiana Tech Bulldogs,,,3,NL,,,,1,0,,,,0,0,9,,['LLAF', 'FLA'],,,0,,,,,,0,29,,,13,,,,,,1989,,away,-2,,-1,LTCH,,,,,,,,5,,1
12.000,2,,Gary Darnell,,SEC,19890930,Saturday,1A,,,,,,Florida Gators,,,4,RS,,,-9.000,1,21,,,,0,0,9,,['MIS', 'LTCH', 'MEM'],,,0,,,,,,0,21,,,6,,,,,,1989,,home,-1,,2,FLA,,,,,,,,5,,2
-12.000,-1,,Rockey Felker,,SEC,19890930,Saturday,1A,,,,,,Mississippi State Bulldogs,,,4,RS,,,9.000,1,-21,,,,0,0,9,,['VAN', 'SMIS', 'GEO'],,,0,,,,,,0,0,,,6,,,,,,1989,,away,-2,,-1,MSST,,,,,,,,5,,2
-13.500,2,,Ray Goff,,SEC,19890930,Saturday,1A,,,,,,Georgia Bulldogs,,,3,RS,,,-9.500,0,-4,,,,0,0,9,,['BAY', 'MSST'],,,0,,,,,,0,20,,,6,,,,,,1989,,home,2,,2,GEO,,,,,,,,5,,2
13.500,1,,Sparky Woods,,IND,19890930,Saturday,1A,,,,,,South Carolina Gamecocks,,,5,RS,,,9.500,1,4,,,,0,0,9,,['DUKE', 'VTCH', 'WVA', 'GTCH'],,,0,,,,,,0,24,,,6,,,,,,1989,,away,1,,1,SCAR,,,,,,,,5,,2
29.000,1,,Bob Wagner,,WAC,19890930,Saturday,1A,,,,,,Hawaii Rainbow Warriors,,,4,RS,,,-17.000,1,46,,,,0,0,9,,['TLN', 'WYO', 'UTAH'],,,0,,,,,,0,60,,,6,,,,,,1989,,home,1,,1,HAW,,,,,,,,5,,2
-29.000,4,,Mike Sheppard,,WAC,19890930,Saturday,1A,,,,,,New Mexico Lobos,,,5,RS,,,17.000,3,-46,,,,0,0,9,,['BYU', 'NMST', 'TXT', 'TLS'],,,0,,,,,,0,14,,,6,,,,,,1989,,away,-2,,-2,NMX,,,,,,,,5,,1
15.000,,,Jack Pardee,,SWC,19890930,Saturday,1A,,,,,,Houston Cougars,,,3,RS,,,-43.000,0,58,,,,0,0,9,,['UNLV', 'AZST'],,,0,,,,,,0,65,,,6,,,,,,1989,,home,-2,,2,HOU,,,,,,,,5,,2
-15.000,-4,,Jerry Berndt,,IND,19890930,Saturday,1A,,,,,,Temple Owls,,,5,RS,,,43.000,4,-58,,,,0,0,9,,['WMCH', 'SYR', 'PNST', 'VTCH'],,,0,,,,,,0,7,,,6,,,,,,1989,,away,-2,,-4,TEM,,,,,,,,5,,0
,2,,Bill Mallory,,B10,19890930,Saturday,1A,,,,,,Indiana Hoosiers,,,3,NL,,,,1,20,,,,0,0,9,,['KTKY', 'MIZ'],,,0,,,,,,0,32,,,13,,,,,,1989,,home,1,,1,IND,,,,,,,,5,,1
,-1,,Dan Simrell,,MAC,19890930,Saturday,1A,,,,,,Toledo Rockets,,,2,NL,,,,1,-20,,,,0,0,9,,['WIS'],,,0,,,,,,0,12,,,13,,,,,,1989,,away,-1,,-1,TOL,,,,,,,,5,,0
-2.000,1,,Hayden Fry,,B10,19890930,Saturday,1A,,,,,,Iowa Hawkeyes,,,3,RS,,,-10.000,1,8,,,,0,0,9,,['ORE', 'IWST'],,,0,,,,,,0,30,,,6,,,,,,1989,,home,-1,,1,IOWA,,,,,,,,5,,1
2.000,-2,,Dave Radar,,IND,19890930,Saturday,1A,,,,,,Tulsa Golden Hurricane,,,5,RS,,,10.000,1,-8,,,,0,0,9,,['UTEP', 'OKST', 'ARK', 'NMX'],,,0,,,,,,0,22,,,6,,,,,,1989,,away,1,,1,TLS,,,,,,,,5,,3
0.000,-2,,Glen Mason,,B12,19890930,Saturday,1A,,,,,,Kansas Jayhawks,,,5,RS,,,39.000,2,-39,,,,0,0,9,,['MONS', 'LOU', 'KEST', 'BAY'],,,0,,,,,,0,6,,,6,,,,,,1989,,home,-1,,-1,KAN,,,,,,,,5,,2
0.000,-1,,Gary Gibbs,,B12,19890930,Saturday,1A,,,,,,Oklahoma Sooners,,,4,RS,,,-39.000,1,39,,,,0,0,9,,['NMST', 'BAY', 'ARZ'],,,0,,,,,,0,45,,,13,,,,,,1989,,away,-1,,-1,OKLA,,,,,,,,5,,2
,,,Bill Snyder,,B12,19890930,Saturday,1A,,,,,,Kansas State Wildcats,,,4,NL,,,,3,3,,,,0,0,9,,['AZST', 'NIWA', 'NIL'],,,0,,,,,,0,20,,,6,,,,,,1989,,home,2,,-3,KAST,,,,,,,,5,,0
,0,,Corky Nelson,,1AA,19890930,Saturday,1A,,,,,,North Texas Mean Green,,,1,NL,,,,0,-3,,,,0,0,9,,[],,0,0,,,,,,0,17,,,,,,,,,1989,,away,0,,0,NTX,,,,,,,,5,,0
,0,,Dave Roberts,,IAA,19890930,Saturday,1A,,,,,,UL Monroe Warhawks,,,1,NL,,,,0,-14,,,,0,0,9,,[],,0,0,,,,,,0,10,,,,,,,,,1989,,home,0,,0,LMON,,,,,,,,5,,0
,1,,Nelson Stokley,,IND,19890930,Saturday,1A,,,,,,UL Lafayette Ragin Cajuns,,,5,NL,,,,2,14,,,,0,0,9,,['LTCH', 'CMCH', 'TLN', 'RICE'],,,0,,,,,,0,24,,,6,,,,,,1989,,away,-2,,1,LLAF,,,,,,,,5,,2
7.000,1,,Howard Schnellenberger,,IND,19890930,Saturday,1A,,,,,,Louisville Cardinals,,,4,RS,,,-13.000,1,20,,,,0,0,9,,['WYO', 'KAN', 'WVA'],,,0,,,,,,0,37,,,6,,,,,,1989,,home,1,,-1,LOU,,,,,,,,5,,2
-7.000,3,,Tim Murphy,,IND,19890930,Saturday,1A,,,,,,Cincinnati Bearcats,,,4,RS,,,13.000,1,-20,,,,0,0,9,,['RUT', 'ECAR', 'MIAO'],,,0,,,,,,0,17,,,6,,,,,,1989,,away,-1,,1,CIN,,,,,,,,5,,1
,-2,,Mike Archer,,SEC,19890930,Saturday,1A,,,,,,Louisiana State Tigers,,,3,NL,,,,2,51,,,,0,0,9,,['TXAM', 'FLST'],,,0,,,,,,0,57,,,13,,,,,,1989,,home,1,,-2,LSU,,,,,,,,5,,0
,-2,,Cleve Bryant,,MAC,19890930,Saturday,1A,,,,,,Ohio Bobcats,,,3,NL,,,,2,-51,,,,0,0,9,,['IWST', 'VAN'],,,0,,,,,,0,6,,,6,,,,,,1989,,away,-2,,-2,OHU,,,,,,,,5,,0
6.500,2,,George Perles,,B10,19890930,Saturday,1A,,,,,,Michigan State Spartans,,,3,RS,,,12.500,1,-6,,,,0,0,9,,['MIAO', 'NOTD'],,,0,,,,,,0,20,,,6,,,,,,1989,,home,-1,,-1,MCST,,,,,,,,5,,1
-6.500,1,,Dennis Erickson,,IND,19890930,Saturday,1A,,,,,,Miami Hurricanes,,,4,RS,,,-12.500,0,6,,,,0,0,9,,['WIS', 'CAL', 'MIZ'],,,0,,,,,,0,26,,,6,,,,,,1989,,away,-1,,3,MIAF,,,,,,,,5,,3
-1.000,-2,,Bo Schembechler,,B10,19890930,Saturday,1A,,,,,,Michigan Wolverines,,,3,RS,,,-21.000,1,20,,,,0,0,9,,['NOTD', 'UCLA'],,,0,,,,,,0,41,,,6,,,,,,1989,,home,-1,,1,MICH,,,,,,,,5,,1
1.000,-1,,Joe Krivak,,ACC,19890930,Saturday,1A,,,,,,Maryland Terrapins,,,5,RS,,,21.000,3,-20,,,,0,0,9,,['NCST', 'WVA', 'WMCH', 'CLEM'],,,0,,,,,,0,21,,,6,,,,,,1989,,away,-1,,-1,MARY,,,,,,,,5,,1
,-1,,John Gutekunst,,B10,19890930,Saturday,1A,,,,,,Minnesota Golden Gophers,,,3,NL,,,,1,20,,,,0,0,9,,['IWST', 'NEB'],,,0,,,,,,0,34,,,6,,,,,,1989,,home,1,,-1,MIN,,,,,,,,5,,1
,0,,,,,19890930,Saturday,1AA,,,,,,Indiana State Sycamores,,,1,NL,,,,0,-20,,,,0,0,9,,[],,0,0,,,,,,0,14,,,,,,,,,1989,,away,0,,0,INST,,,,,,,,5,,0
-14.000,-1,,Mack Brown,,ACC,19890930,Saturday,1A,,,,,,North Carolina Tar Heels,,,4,RS,,,-9.000,2,-5,,,,0,0,9,,['VMI', 'KTKY', 'NCST'],,,0,,,,,,0,7,,,6,,,,,,1989,,home,-2,,-2,NCAR,,,,,,,,5,,1
14.000,,,Elliot Uzelac,,IND,19890930,Saturday,1A,,,,,,Navy Midshipmen,,,3,RS,,,9.000,2,5,,,,0,0,9,,['BYU', 'CTDL'],,,0,,,,,,0,12,,,6,,,,,,1989,,away,2,,-2,NAVY,,,,,,,,5,,0
,2,,Dick Sheridan,,ACC,19890930,Saturday,1A,,,,,,North Carolina State Wolfpack,,,5,NL,,,,0,20,,,,0,0,9,,['MARY', 'GTCH', 'WAKE', 'NCAR'],,,0,,,,,,0,42,,,6,,,,,,1989,,home,1,,4,NCST,,,,,,,,5,,4
,1,,Dick Crum,,MAC,19890930,Saturday,1A,,,,,,Kent State Golden Flashes,,,2,NL,,,,1,-20,,,,0,0,9,,['KAN'],,,0,,,,,,0,22,,,13,,,,,,1989,,away,-1,,-1,KEST,,,,,,,,5,,0
-2.000,1,,Tom Osborne,,B12,19890930,Saturday,1A,,,,,,Nebraska Cornhuskers,,,4,RS,,,-30.000,0,28,,,,0,0,9,,['NIL', 'UTAH', 'MIN'],,,0,,,,,,0,35,,,6,,,,,,1989,,home,-1,,3,NEB,,,,,,,,5,,3
2.000,,,Dave Kragthorpe,,P10,19890930,Saturday,1A,,,,,,Oregon State Beavers,,,4,RS,,,30.000,1,-28,,,,0,0,9,,['STAN', 'WAST', 'BOIS'],,,0,,,,,,0,7,,,6,,,,,,1989,,away,-2,,1,ORST,,,,,,,,5,,2
-3.000,-1,,John Cooper,,B10,19890930,Saturday,1A,,,,,,Ohio State Buckeyes,,,3,RS,,,-8.000,1,5,,,,0,0,9,,['OKST', 'USC'],,,0,,,,,,0,34,,,6,,,,,,1989,,home,-1,,-1,OHST,,,,,,,,5,,1
3.000,1,,Jack Bicknell,,IND,19890930,Saturday,1A,,,,,,Boston College Eagles,,,4,RS,,,8.000,3,-5,,,,0,0,9,,['PIT', 'RUT', 'PNST'],,,0,,,,,,0,29,,,6,,,,,,1989,,away,-2,,-3,BCOL,,,,,,,,5,,0
17.500,-3,,Pat Jones,,B12,19890930,Saturday,1A,,,,,,Oklahoma State Cowboys,,,4,RS,,,-2.500,3,20,,,,0,0,9,,['TLS', 'OHST', 'TXT'],,,0,,,,,,0,27,,,6,,,,,,1989,,home,1,,-3,OKST,,,,,,,,5,,0
-17.500,0,,Paul Roach,,WAC,19890930,Saturday,1A,,,,,,Wyoming Cowboys,,,5,RS,,,2.500,3,-20,,,,0,0,9,,['LOU', 'AIR', 'HAW', 'WAST'],,,0,,,,,,0,7,,,6,,,,,,1989,,away,2,,-1,WYO,,,,,,,,5,,1
1.000,-1,,Rich Brooks,,P10,19890930,Saturday,1A,,,,,,Oregon Ducks,,,4,RS,,,-5.000,1,6,,,,0,0,9,,['CAL', 'IOWA', 'STAN'],,,0,,,,,,0,16,,,6,,,,,,1989,,home,-2,,-1,ORE,,,,,,,,5,,2
-1.000,2,,Dick Tomey,,P10,19890930,Saturday,1A,,,,,,Arizona Wildcats,,,5,RS,,,5.000,1,-6,,,,0,0,9,,['STAN', 'TXT', 'OKLA', 'WAS'],,,0,,,,,,0,10,,,6,,,,,,1989,,away,2,,2,ARZ,,,,,,,,5,,3
-1.000,-2,,Fred Akers,,B10,19890930,Saturday,1A,,,,,,Purdue Boilermakers,,,3,RS,,,32.000,1,-33,,,,0,0,9,,['MIAO', 'WAS'],,,0,,,,,,0,7,,,13,,,,,,1989,,home,-1,,-1,PUR,,,,,,,,5,,1
1.000,-1,,Lou Holtz,,IND,19890930,Saturday,1A,,,,,,Notre Dame Fighting Irish,,,4,RS,,,-32.000,0,33,,,,0,0,9,,['VIR', 'MICH', 'MCST'],,,0,,,,,,0,40,,,6,,,,,,1989,,away,1,,3,NOTD,,,,,,,,5,,3
,1,,Dennis Green,,P10,19890930,Saturday,1A,,,,,,Stanford Cardinal,,,4,NL,,,,2,-7,,,,0,0,9,,['ARZ', 'ORST', 'ORE'],,,0,,,,,,0,33,,,6,,,,,,1989,,home,1,,1,STAN,,,,,,,,5,,1
