fumbles, fumbles lost, longest rush, name, rushes, rushing conversions, rushing touchdowns, rushing yards
,,-2,Tyrone Wheatley,1,0,0,-2
,,25,Mike Alstott,17,0,2,126
,,15,Michael Pittman,16,0,0,53
,,9,Aaron Stecker,3,0,0,11
,,5,Brad Johnson,1,0,0,5
,,-9,Tom Tupa,1,0,0,-9
,,15,Jamel White,9,0,0,38
,,6,William Green,8,0,0,22
,,0,Quincy Morgan,1,0,0,0
,,11,Eddie George,31,0,1,113
,,15,Steve McNair,5,0,0,22
,,5,Mike Green,3,0,0,12
,,5,Craig Hentrich,1,0,0,5
,,41,David Garrard,7,0,2,71
,,19,Fred Taylor,19,0,0,59
,,20,Jonathan Wells,12,0,0,70
,,17,David Carr,8,0,1,50
,,8,James Allen,8,0,0,21
,,0,Jarrod Baxter,1,0,0,0
,,23,Travis Henry,28,0,2,159
,,13,Larry Centers,2,0,0,16
,,0,Drew Bledsoe,3,0,0,-2
,,15,Stephen Davis,14,0,1,51
,,3,Ladell Betts,2,0,0,2
,,1,Patrick Ramsey,1,0,1,1
,,46,Deuce McAllister,29,0,0,121
,,1,Curtis Keaton,1,0,0,1
,,1,Aaron Brooks,4,0,0,-3
,,42,Shaun Alexander,25,0,1,96
,,13,Trent Dilfer,3,0,0,21
,,3,Mack Strong,2,0,0,6
,,26,Kevan Barlow,12,0,1,68
,,17,Jeff Garcia,7,0,0,48
,,9,Garrison Hearst,10,0,0,41
,,3,Fred Beasley,2,0,0,4
,,12,Thomas Jones,22,0,0,68
,,19,Jake Plummer,4,0,0,46
,,14,Marcel Shipp,11,0,0,33
,,5,MarTay Jenkins,1,0,0,5
,,12,Emmitt Smith,22,0,0,82
,,18,Troy Hambrick,5,0,0,34
,,9,Quincy Carter,6,0,0,14
,,11,Joey Galloway,1,0,0,11
,,6,Michael Wiley,1,0,0,6
,,1,Robert Thomas,1,0,0,1
,,44,Michael Vick,6,0,1,91
,,13,TJ Duckett,12,0,2,47
,,13,Bob Christian,2,0,0,18
,,6,Warrick Dunn,8,0,0,17
,,9,Travis Jervey,8,0,0,13
,,2,Doug Johnson,3,0,0,1
,,19,Randy Fasani,8,0,0,58
,,7,Lamar Smith,8,0,0,19
,,13,Chris Weinke,2,0,0,15
,,11,Nick Goings,2,0,0,12
,,-3,Dee Brown,1,0,0,-3
,,13,Jamal Lewis,28,0,0,119
,,7,Todd Heap,1,0,0,7
,,1,Chris Redman,1,0,0,1
,,1,Chester Taylor,1,0,0,1
,,-10,Brandon Stokley,1,0,0,-10
,,30,Fred Taylor,25,0,1,151
,,11,Mark Brunell,2,0,0,18
,,5,Stacey Mack,3,0,0,4
,,36,Jamel White,12,0,1,65
,,5,William Green,12,0,1,24
,,32,James Allen,5,0,0,61
,,12,Jonathan Wells,13,0,0,23
,,8,David Carr,3,0,0,3
,,2,Jermaine Lewis,1,0,0,2
,,24,James Stewart,32,0,2,172
,,9,Aveion Cason,3,0,0,9
,,6,Joey Harrington,2,0,0,7
,,4,Cory Schlesinger,2,0,0,4
,,11,Anthony Thomas,26,0,1,92
,,5,Leon Johnson,2,0,0,6
,,2,Stanley Pritchett,1,0,0,2
,,-1,Chris Chandler,1,0,0,-1
,,-10,Dez White,1,0,0,-10
,,24,Ahman Green,24,0,3,88
,,0,Brett Favre,1,0,0,0
,,12,Stephen Davis,24,0,0,91
,,26,Derrius Thompson,4,0,0,48
,,8,Jacquez Green,1,0,0,8
,,1,Kenny Watson,2,0,0,1
,,0,Patrick Ramsey,2,0,0,0
,,-2,Ladell Betts,1,0,0,-2
,,14,Priest Holmes,24,0,3,113
,,14,Tony Richardson,3,0,1,21
,,9,Trent Green,2,0,0,18
,,6,Johnnie Morton,1,0,0,6
,,4,Derrick Blaylock,1,0,0,4
,,17,Clinton Portis,15,0,1,70
,,8,Mike Anderson,9,0,1,34
,,24,Ashley Lelie,1,0,0,24
,,11,Brian Griese,2,0,0,13
,,14,Ricky Williams,25,0,0,97
,,17,Ray Lucas,5,0,0,18
,,7,Robert Edwards,2,0,0,9
,,5,Travis Minor,2,0,0,8
,,34,Travis Henry,22,0,0,132
,,5,Drew Bledsoe,4,0,0,6
,,-6,Brian Moorman,1,0,0,-6
,,53,Deuce McAllister,21,0,0,139
,,12,Aaron Brooks,4,0,1,26
,,15,Michael L Lewis,1,0,0,15
,,-1,Curtis Keaton,1,0,0,-1
,,30,Garrison Hearst,14,0,2,87
,,8,Kevan Barlow,6,0,0,28
,,12,Jeff Garcia,3,0,0,24
,,2,Fred Beasley,1,0,0,2
,,2,Terrell Owens,1,0,0,2
,,18,Curtis Martin,21,0,1,70
,,3,LaMont Jordan,7,0,0,14
,,7,Laveranues Coles,1,0,0,7
,,13,Michael Bennett,12,0,0,56
,,9,Daunte Culpepper,5,0,0,26
,,8,Moe Williams,5,0,1,16
,,3,Doug Chapman,1,0,0,3
,,57,Duce Staley,24,0,0,152
,,6,Dorsey Levens,2,0,0,9
,,3,Donovan McNabb,6,0,1,4
,,-1,Brian Westbrook,1,0,0,-1
,,-5,James Thrash,1,0,0,-5
,,13,Michael Pittman,12,0,0,49
,,8,Mike Alstott,5,0,0,14
,,5,Rob Johnson,3,0,0,10
,,8,Aaron Stecker,1,0,0,8
,,13,Charlie Garner,7,0,0,24
,,7,Rich Gannon,3,0,0,11
,,2,Terry Kirby,2,0,0,2
,,19,LaDainian Tomlinson,39,0,1,153
,,19,Tim Dwight,1,0,0,19
,,1,Drew Brees,2,0,1,0
,,40,Marshall Faulk,32,0,3,183
,,14,Terrence Wilkins,3,0,0,32
,,4,Lamar Gordon,4,0,0,8
,,-1,Marc Bulger,3,0,0,-5
,,9,Shaun Alexander,12,0,0,30
,,15,Maurice Morris,2,0,0,21
,,4,Matt Hasselbeck,1,0,0,4
,,-5,Koren Robinson,1,0,0,-5
,,42,Amos Zereoue,15,0,0,87
,,7,Jerome Bettis,11,0,2,33
,,16,Antwaan Randle El,3,0,0,27
,,16,Chris Fuamatu Maafala,2,0,0,25
,,8,Hines Ward,1,0,0,8
,,2,Dan Kreider,1,0,0,2
,,14,Edgerrin James,20,0,0,62
,,10,Peyton Manning,1,0,0,10
,,6,Jamal Lewis,13,0,0,34
,,13,Jeff Blake,6,0,1,25
,,6,Chester Taylor,2,0,0,8
,,35,Amos Zereoue,13,0,2,53
,,20,Verron Haynes,3,0,0,23
,,6,Chris Fuamatu Maafala,8,0,0,21
,,16,Antwaan Randle El,1,0,0,16
,,0,Kordell Stewart,1,0,0,0
,,-1,Tommy Maddox,4,0,0,-9
,,11,Travis Henry,19,0,2,64
,,8,Drew Bledsoe,4,0,0,10
,,0,Joe Burns,1,0,0,0
,,17,James Stewart,24,0,1,83
,,16,Lamar Smith,22,0,0,82
,,9,Randy Fasani,5,0,0,15
,,4,Brad Hoover,2,0,0,7
,,4,Nick Goings,2,0,0,6
,,7,Michael Pittman,12,0,0,36
,,9,Rob Johnson,4,0,0,17
,,8,Aaron Stecker,5,0,0,17
,,2,Mike Alstott,5,0,0,4
,,-3,Karl Williams,1,0,0,-3
,,31,Corey Dillon,30,0,1,138
,,27,Brandon Bennett,3,0,0,27
,,8,Jon Kitna,4,0,0,21
,,4,Lorenzo Neal,2,0,0,4
,,1,Peter Warrick,1,0,0,1
,,18,Eddie George,21,0,0,106
,,21,Steve McNair,6,0,0,28
,,14,Emmitt Smith,24,0,1,109
,,5,Troy Hambrick,3,0,0,5
,,-9,Chad Hutchinson,1,0,0,-9
,,10,Shaun Alexander,23,0,2,58
,,10,Maurice Morris,6,0,0,24
,,6,Matt Hasselbeck,3,0,0,11
,,3,Mack Strong,2,0,0,4
,,16,Fred Taylor,25,0,0,84
,,21,Stacey Mack,6,0,1,38
,,4,Mark Brunell,1,0,0,4
,,11,James Allen,10,0,0,40
,,6,Jonathan Wells,17,0,1,27
,,10,David Carr,4,0,0,14
,,15,Priest Holmes,23,0,1,91
,,23,Trent Green,2,0,0,32
,,6,Johnnie Morton,1,0,0,6
,,2,Dante Hall,1,0,0,2
,,8,Tony Richardson,3,0,0,2
,,9,Charlie Garner,10,0,0,47
,,17,Rich Gannon,2,0,0,16
,,12,Jerry Rice,1,0,0,12
,,6,Tim Brown,2,0,0,8
,,1,Zack Crockett,1,0,0,1
,,-1,Jerry Porter,1,0,0,-1
,,13,Michael Bennett,29,0,0,106
,,12,Daunte Culpepper,8,0,0,31
,,4,Moe Williams,6,0,1,9
,,2,Randy Moss,1,0,0,2
,,13,Henry Burris,2,0,0,19
,,9,Anthony Thomas,9,0,0,18
,,7,Chris Chandler,1,0,0,7
,,12,Antowain Smith,13,0,1,58
,,4,Marc Edwards,2,0,0,6
,,4,Tom Brady,2,0,0,5
,,5,Kevin Faulk,1,0,0,5
,,-5,Troy Brown,1,0,0,-5
,,11,Clinton Portis,26,0,2,111
,,6,Mike Anderson,7,0,0,21
,,4,Ashley Lelie,1,0,0,4
,,1,Rod Smith,1,0,0,1
,,0,Reuben Droughns,1,0,0,0
,,0,Scottie Montgomery,1,0,0,0
,,1,Brian Griese,3,0,0,-1
,,28,Deuce McAllister,17,0,2,115
,,19,Aaron Brooks,6,0,0,38
,,6,James Fenderson,1,0,0,6
,,56,Warrick Dunn,23,0,1,142
,,32,Michael Vick,10,0,2,91
,,8,Bob Christian,5,0,1,27
,,15,Curtis Martin,18,0,0,65
,,2,Richie Anderson,1,0,0,2
,,-1,Chad Pennington,1,0,0,-1
,,6,Jamel White,14,0,0,25
,,13,Dennis Northcutt,1,0,0,13
,,10,Tim Couch,3,0,0,9
,,5,William Green,3,0,0,8
,,13,Kevan Barlow,18,0,1,51
,,13,Garrison Hearst,5,0,0,35
,,13,Jeff Garcia,5,0,0,14
,,5,Fred Beasley,1,0,0,5
,,11,Thomas Jones,15,0,1,54
,,34,Jake Plummer,5,0,1,48
,,13,Marcel Shipp,6,0,2,27
,,22,David Boston,1,0,0,22
,,15,Stephen Davis,16,0,0,80
,,11,Kenny Watson,15,0,0,67
,,11,Shane Matthews,3,0,0,10
,,4,Ladell Betts,2,0,0,5
,,3,Derrius Thompson,1,0,0,3
,,12,Edgerrin James,14,1,0,33
,,9,Ricky Williams,3,0,0,21
,,8,Marvin Harrison,1,0,0,8
,,1,Peyton Manning,1,0,1,1
,,23,Duce Staley,24,0,0,126
,,40,Donovan McNabb,8,0,1,107
,,24,Dorsey Levens,5,0,0,33
,,15,Brian Westbrook,3,0,0,29
,,31,Tiki Barber,15,0,0,79
,,13,Matt Allen,1,0,0,13
,,4,Ron Dayne,4,0,0,11
,,1,Delvin Joyce,1,0,0,1
,,0,Kerry Collins,2,0,0,-1
,,8,Thomas Jones,12,0,0,25
,,17,Jake Plummer,4,0,0,24
,,11,Marcel Shipp,3,0,0,15
,,14,Marshall Faulk,27,0,1,178
,,15,Ernie Conwell,1,0,0,15
,,6,Trung Canidate,5,0,0,4
,,-1,Isaac Bruce,1,0,0,-1
,,-2,Marc Bulger,2,0,0,-4
,,33,TJ Duckett,13,0,1,75
,,24,Warrick Dunn,10,0,0,40
,,7,Bob Christian,4,0,0,16
,,3,Michael Vick,7,0,0,-5
,,39,Travis Taylor,1,0,0,39
,,7,Jamal Lewis,12,0,0,36
,,19,Alan Ricard,3,0,1,27
,,9,Jeff Blake,5,0,0,22
,,17,Chester Taylor,1,0,0,17
,,8,Brandon Stokley,2,0,0,12
,,22,Travis Henry,11,0,0,53
,,10,Larry Centers,1,0,0,10
,,2,Drew Bledsoe,1,0,0,2
,,17,Antowain Smith,29,0,1,111
,,45,Kevin Faulk,4,0,1,53
,,0,Marc Edwards,1,0,0,0
,,-1,Tom Brady,1,0,0,-1
,,-4,Deion Branch,1,0,0,-4
,,10,Anthony Thomas,16,0,1,52
,,7,Leon Johnson,7,0,0,22
,,0,Jim Miller,1,0,0,0
,,14,Donovan McNabb,9,0,1,46
,,9,Duce Staley,19,0,0,39
,,8,James Thrash,3,0,0,18
,,10,Brian Westbrook,4,0,0,12
,,2,Dorsey Levens,1,0,0,2
,,0,Sean Landeta,1,0,0,0
,,10,Jamel White,6,0,0,19
,,4,William Green,4,0,0,10
,,5,Dennis Northcutt,1,0,0,5
,,3,Tim Couch,3,0,0,2
,,27,Amos Zereoue,29,0,0,111
,,4,Tommy Maddox,3,0,0,8
,,8,Hines Ward,1,0,0,8
,,3,Verron Haynes,4,0,0,5
,,2,Dan Kreider,1,0,0,2
,,2,Antwaan Randle El,1,0,0,2
,,9,James Stewart,19,0,0,50
,,3,Cory Schlesinger,1,0,0,3
,,1,Mike McMahon,1,0,0,1
,,1,Az Zahir Hakim,2,0,0,-2
,,13,Emmitt Smith,16,0,0,39
,,10,Michael Wiley,2,0,0,16
,,5,Troy Hambrick,5,0,1,12
,,3,Antonio Bryant,1,0,0,3
,,1,Robert Thomas,2,0,0,2
,,-1,Chad Hutchinson,1,0,0,-1
,,10,James Mungro,16,0,0,60
,,12,Peyton Manning,1,0,0,12
,,5,Jim Finn,2,0,0,8
,,35,Eddie George,22,0,0,95
,,12,Steve McNair,6,0,0,13
,,9,Mike Green,2,0,0,8
,,5,Kevin Dyson,1,0,0,5
,,44,Tiki Barber,19,0,2,101
,,10,Ron Dayne,13,0,0,52
,,13,Tim Carter,1,0,0,13
,,8,Kerry Collins,2,0,0,11
,,27,Mark Brunell,5,0,0,63
,,22,Stacey Mack,9,0,0,54
,,7,Fred Taylor,6,0,0,9
,,15,Charlie Garner,14,0,1,52
,,10,Tyrone Wheatley,3,0,0,13
,,7,Zack Crockett,2,0,0,10
,,6,Rich Gannon,1,0,0,6
,,0,Randy Jordan,1,0,0,0
,,14,Kevan Barlow,15,0,0,60
,,12,Jeff Garcia,10,0,0,46
,,9,Garrison Hearst,18,0,0,36
,,4,Fred Beasley,5,0,0,10
,,15,LaDainian Tomlinson,12,0,1,60
,,15,Terrell Fletcher,1,0,0,15
,,-2,Curtis Conway,1,0,0,-2
,,61,LaMont Jordan,13,0,1,107
,,17,Curtis Martin,13,0,1,37
,,14,Chad Pennington,3,0,1,21
,,0,Santana Moss,1,0,0,0
,,16,Shaun Alexander,19,0,0,67
,,7,Matt Hasselbeck,4,0,0,15
,,3,Mack Strong,1,0,0,3
,,-1,Koren Robinson,1,0,0,-1
,,23,Kenny Watson,23,0,0,110
,,25,Ladell Betts,5,0,0,37
,,-1,Shane Matthews,1,0,0,-1
,,59,Aaron Stecker,1,0,0,59
,,13,Mike Alstott,26,0,0,55
,,14,Michael Pittman,3,0,0,19
,,85,Michael Bennett,10,0,1,114
,,15,Moe Williams,7,0,2,43
,,8,Daunte Culpepper,4,0,0,8
,,6,Randy Moss,2,0,0,8
,,11,Jonathan Wells,12,0,0,44
,,9,James Allen,10,0,0,27
,,5,David Carr,2,0,0,9
,,2,Jarrod Baxter,1,0,0,2
,,12,Corey Dillon,22,0,0,92
,,6,Brandon Bennett,11,0,0,34
,,2,Jon Kitna,2,0,0,1
,,11,Ahman Green,19,0,1,72
,,28,Tony Fisher,1,0,0,28
,,4,Najeh Davenport,1,0,0,4
,,1,Brett Favre,2,0,0,0
,,10,Ray Lucas,9,0,1,49
,,13,Ricky Williams,14,0,0,47
,,19,Robert Edwards,3,0,0,34
,,8,Randy McMichael,1,0,0,8
,,4,Travis Minor,1,0,0,4
,,2,Rob Konrad,1,0,0,2
,,-1,James McKnight,1,0,0,-1
,,16,Marcel Shipp,16,0,0,85
,,6,Thomas Jones,11,0,0,24
,,2,Jake Plummer,2,0,0,2
,,24,Maurice Morris,15,0,0,72
,,16,Shaun Alexander,12,0,2,42
,,20,Koren Robinson,1,0,0,20
,,6,Heath Evans,3,0,0,10
,,4,Mack Strong,1,0,0,4
,,6,Matt Hasselbeck,4,0,0,3
,,31,Jamal Lewis,21,0,2,135
,,14,Chester Taylor,5,0,0,25
,,5,Travis Taylor,1,0,0,5
,,0,Alan Ricard,1,0,0,0
,,0,Jeff Blake,4,0,0,-3
,,19,Corey Dillon,21,0,0,102
,,6,Brandon Bennett,6,0,0,20
,,1,Michael Westbrook,1,0,0,1
,,59,Lamar Smith,17,0,1,80
,,12,Dee Brown,3,0,0,17
,,3,Nick Goings,4,0,0,8
,,1,Rodney Peete,1,0,0,1
,,0,Brad Hoover,1,0,0,0
,,-6,Karl Hankton,1,0,0,-6
,,20,Deuce McAllister,21,0,2,71
,,12,Aaron Brooks,4,0,0,26
,,34,Anthony Thomas,21,0,1,99
,,14,Chris Chandler,2,0,0,16
,,4,Leon Johnson,5,0,0,10
,,10,Antowain Smith,10,0,0,41
,,9,Kevin Faulk,5,0,0,21
,,13,Tom Brady,3,0,0,16
,,4,Damon Huard,1,0,0,4
,,43,Najeh Davenport,10,0,1,73
,,14,Ahman Green,12,0,0,50
,,6,Tony Fisher,12,0,0,27
,,56,James Stewart,15,0,0,122
,,4,Cory Schlesinger,1,0,0,4
,,0,Joey Harrington,1,0,0,0
,,14,Fred Taylor,21,0,1,82
,,23,Stacey Mack,7,0,1,56
,,7,Mark Brunell,4,0,0,4
,,15,Kenny Watson,14,0,0,52
,,12,Derrius Thompson,1,0,0,12
,,4,Shane Matthews,1,0,0,4
,,78,Michael Bennett,15,0,1,167
,,17,Daunte Culpepper,6,0,0,42
,,9,Todd Bouman,1,0,0,9
,,4,Jimmy Kleinsasser,1,0,0,4
,,1,Moe Williams,2,0,1,2
,,0,Kyle Richardson,1,0,0,0
,,20,Tiki Barber,24,0,1,127
,,30,Ron Dayne,6,0,1,40
,,6,Tim Carter,1,0,0,6
,,0,Tom Rouen,1,0,0,0
,,-1,Kerry Collins,3,0,0,-4
,,18,Curtis Martin,19,0,1,74
,,7,LaMont Jordan,6,0,0,20
,,5,Richie Anderson,1,0,0,5
,,3,Chad Pennington,4,0,0,2
,,-4,Santana Moss,1,0,0,-4
,,17,Ricky Williams,20,0,0,53
,,10,Ray Lucas,2,0,0,10
,,6,Robert Edwards,1,0,0,6
,,18,Donovan McNabb,7,0,0,62
,,11,Dorsey Levens,7,0,0,44
,,11,Duce Staley,6,0,0,15
,,-1,Brian Westbrook,1,0,0,-1
,,-15,Todd Pinkston,1,0,0,-15
,,49,James Mungro,28,0,2,114
,,8,Peyton Manning,2,0,0,11
,,3,Autry Denson,2,0,0,2
,,4,Jim Finn,3,0,0,0
,,13,Amos Zereoue,37,0,0,123
,,29,Hines Ward,1,0,0,29
,,13,Antwaan Randle El,2,0,0,23
,,7,Tommy Maddox,2,0,0,7
,,59,Warrick Dunn,20,0,1,129
,,12,Michael Vick,10,0,1,38
,,1,Bob Christian,1,0,1,1
,,17,Garrison Hearst,15,0,1,69
,,11,Kevan Barlow,9,0,1,37
,,19,Terrell Owens,2,0,0,23
,,6,Fred Beasley,5,0,0,21
,,7,Jeff Garcia,4,0,0,5
,,12,Priest Holmes,11,0,1,51
,,13,Johnnie Morton,1,0,0,13
,,8,Eddie Kennison,1,0,0,8
,,7,Trent Green,1,0,0,7
,,2,Tony Richardson,1,0,0,2
,,-1,Dante Hall,1,0,0,-1
,,11,Marshall Faulk,13,0,0,36
,,27,Troy Edwards,1,0,0,27
,,9,Lamar Gordon,1,0,0,9
,,-1,Marc Bulger,1,0,0,-1
,,30,LaDainian Tomlinson,24,0,1,120
,,6,Curtis Conway,1,0,0,6
,,4,Drew Brees,2,0,0,3
,,0,Terrell Fletcher,1,0,0,0
,,-3,Tim Dwight,1,0,0,-3
,,14,Eddie George,25,0,0,86
,,22,Steve McNair,8,0,0,46
,,5,Mike Green,4,0,0,10
,,2,Justin McCareins,1,0,0,2
,,-2,John Simon,1,0,0,-2
,,13,Jonathan Wells,18,0,0,41
,,14,David Carr,3,0,0,16
,,6,Chad Stanley,1,0,0,6
,,5,James Allen,2,0,0,5
,,11,Clinton Portis,14,0,1,50
,,7,Ashley Lelie,2,0,0,12
,,6,Mike Anderson,3,0,0,8
,,5,Brian Griese,3,0,0,7
,,5,Rich Gannon,3,0,0,12
,,4,Tyrone Wheatley,4,0,0,9
,,2,Zack Crockett,1,0,0,2
,,3,Charlie Garner,5,0,0,2
,,2,Jerry Porter,1,0,0,2
,,15,Warrick Dunn,26,0,0,90
,,32,Michael Vick,7,0,1,55
,,4,Bob Christian,4,0,0,10
,,9,Deuce McAllister,13,0,0,43
,,8,Aaron Brooks,5,0,0,26
,,9,James Fenderson,2,0,0,13
,,-2,Donte Stallworth,1,0,0,-2
,,27,Corey Dillon,19,0,0,92
,,4,Peter Warrick,1,0,0,4
,,3,Brandon Bennett,1,0,0,3
,,3,Jon Kitna,1,0,1,3
,,16,William Green,25,0,0,96
,,18,James Jackson,7,0,0,27
,,11,Quincy Morgan,1,0,0,11
,,5,Tim Couch,1,0,0,5
,,1,Andre Davis,1,0,0,1
,,39,James Stewart,16,0,0,93
,,9,Cory Schlesinger,2,0,0,11
,,8,Aveion Cason,2,0,0,4
,,25,Curtis Martin,22,0,0,112
,,17,LaMont Jordan,11,0,0,63
,,13,Santana Moss,1,0,0,13
,,2,Chad Pennington,5,0,0,1
,,18,Edgerrin James,24,0,0,106
,,6,Peyton Manning,5,0,0,4
,,5,James Mungro,5,0,0,0
,,13,Troy Hambrick,7,0,0,42
,,9,Emmitt Smith,8,0,0,22
,,15,Antonio Bryant,1,0,0,15
,,5,Chad Hutchinson,1,0,0,5
,,0,Robert Thomas,1,0,0,0
,,15,Priest Holmes,31,0,1,104
,,12,Trent Green,4,0,1,19
,,4,Johnnie Morton,1,0,0,4
,,1,Eddie Kennison,1,0,0,1
,,22,Travis Henry,24,0,0,126
,,5,Drew Bledsoe,2,0,0,7
,,18,Ricky Williams,26,0,2,102
,,3,Ray Lucas,11,0,1,12
,,2,James McKnight,1,0,0,2
,,0,Chris Chambers,1,0,0,0
,,8,Jamal Lewis,17,0,0,47
,,9,Jeff Blake,2,0,0,8
,,6,Alan Ricard,2,0,0,8
,,3,Chester Taylor,1,0,0,3
,,62,Michael Bennett,20,0,0,130
,,16,Daunte Culpepper,10,0,1,48
,,14,Moe Williams,6,0,1,29
,,11,Kelly Campbell,1,0,0,11
,,34,Ahman Green,18,0,1,71
,,23,Tiki Barber,24,0,0,64
,,9,Ron Dayne,10,0,0,29
,,-1,Kerry Collins,4,0,0,-5
,,14,Stephen Davis,19,0,0,59
,,2,Shane Matthews,1,0,0,2
,,-1,Kenny Watson,1,0,0,-1
,,13,Duce Staley,31,0,0,135
,,34,Dorsey Levens,7,0,0,57
,,7,Brian Westbrook,4,0,0,16
,,4,James Thrash,1,0,1,4
,,56,Marcel Shipp,9,0,0,76
,,8,Thomas Jones,9,0,0,30
,,15,Jake Plummer,2,0,0,18
,,15,Charlie Garner,15,0,0,57
,,10,Rich Gannon,5,0,1,15
,,5,Tyrone Wheatley,5,0,0,13
,,5,Zack Crockett,5,0,2,11
,,1,Tim Brown,1,0,0,1
,,11,Antowain Smith,15,0,0,49
,,1,Tom Brady,1,0,0,1
,,-2,Troy Brown,1,0,0,-2
,,27,LaDainian Tomlinson,24,0,0,88
,,10,Drew Brees,2,0,0,15
,,2,Tim Dwight,1,0,0,2
,,0,Jesse Chatman,1,0,0,0
,,12,Garrison Hearst,12,0,0,66
,,14,Kevan Barlow,13,0,0,49
,,13,Jeff Garcia,4,0,0,21
,,1,Fred Beasley,2,0,0,0
,,4,Shaun Alexander,11,0,0,18
,,8,Matt Hasselbeck,2,0,0,13
,,9,Koren Robinson,1,0,0,9
,,7,Mack Strong,1,0,0,7
,,4,Heath Evans,1,0,0,4
,,34,Clinton Portis,23,0,0,136
,,9,Mike Anderson,4,0,1,20
,,19,Olandis Gary,1,0,0,19
,,9,Brian Griese,2,0,0,16
,,9,Rod Smith,2,0,0,11
,,0,Steve Beuerlein,2,0,0,0
,,8,Michael Pittman,21,0,0,57
,,8,Mike Alstott,2,0,0,8
,,6,Brad Johnson,4,0,0,6
,,2,Aaron Stecker,2,0,0,-4
,,11,Lamar Smith,15,0,0,46
,,11,Dee Brown,4,0,0,17
,,11,Eddie George,28,0,2,79
,,12,Steve McNair,9,0,0,24
,,7,Robert Holcombe,3,0,0,18
,,12,Amos Zereoue,9,0,0,16
,,12,Tommy Maddox,1,0,0,12
,,11,Kordell Stewart,1,0,0,11
,,2,Jerome Bettis,4,0,0,6
,,14,David Carr,7,0,2,33
,,11,James Allen,11,0,0,30
,,8,Jonathan Wells,9,0,0,15
,,0,Corey Bradford,1,0,0,0
,,18,Fred Taylor,13,0,0,56
,,23,Stacey Mack,12,0,1,54
,,13,Mark Brunell,3,0,0,12
,,29,Lamar Gordon,16,0,0,45
,,14,Torry Holt,1,0,0,14
,,2,James Hodgins,1,0,0,2
,,1,Ernie Conwell,1,0,1,1
,,-1,Marc Bulger,1,0,0,-1
,,17,Anthony Thomas,14,0,1,61
,,20,Brad Maynard,1,0,0,20
,,11,Leon Johnson,6,0,0,16
,,6,Chris Chandler,1,0,0,6
,,39,Marcel Shipp,16,0,1,135
,,4,Damien Anderson,1,0,0,4
,,1,Jake Plummer,2,0,0,1
,,-8,Frank Sanders,1,0,0,-8
,,22,Charlie Garner,16,0,1,100
,,36,Tyrone Wheatley,13,0,1,82
,,3,Tim Brown,1,0,0,3
,,6,Rich Gannon,4,0,0,2
,,1,Jerry Porter,1,0,0,1
,,0,Zack Crockett,2,0,0,-1
,,30,Jamal Lewis,17,0,0,95
,,7,Chester Taylor,4,0,0,10
,,6,Travis Taylor,1,0,0,6
,,2,Todd Heap,1,0,0,2
,,2,Jeff Blake,4,0,0,-1
,,10,Eddie George,16,0,0,61
,,12,Robert Holcombe,10,0,0,46
,,9,Steve McNair,4,0,0,14
,,10,Dee Brown,4,0,0,29
,,16,,1,0,0,16
,,6,Lamar Smith,8,0,0,16
,,10,Rodney Peete,1,0,0,10
,,8,TJ Duckett,22,0,1,66
,,14,Warrick Dunn,15,0,1,52
,,12,Michael Vick,5,0,0,20
,,4,Bob Christian,4,0,0,12
,,-1,Doug Johnson,1,0,0,-1
,,7,Anthony Thomas,14,0,0,40
,,15,Leon Johnson,9,0,0,34
,,1,Chris Chandler,1,0,0,1
,,0,Jim Miller,1,0,0,0
,,23,James Stewart,22,0,1,85
,,7,Cory Schlesinger,6,0,0,17
,,0,Joey Harrington,1,0,0,0
,,11,Emmitt Smith,20,0,1,73
,,17,Troy Hambrick,4,0,0,38
,,3,Antonio Bryant,1,0,0,3
,,2,Michael Wiley,1,0,0,2
,,7,Chad Hutchinson,4,0,0,1
,,1,Robert Thomas,1,0,0,1
,,13,Fred Taylor,20,0,0,100
,,10,Mark Brunell,2,0,0,17
,,5,Stacey Mack,4,0,1,15
,,11,Clinton Portis,18,0,2,88
,,9,Reuben Droughns,1,0,0,9
,,5,Mike Anderson,2,0,0,8
,,8,Olandis Gary,1,0,0,8
,,18,Edgerrin James,26,0,1,84
,,9,Peyton Manning,6,0,0,22
,,8,James Mungro,7,0,1,22
,,19,Ricky Williams,29,0,2,143
,,11,Travis Minor,8,0,0,33
,,13,Ray Lucas,4,0,0,31
,,13,Chris Chambers,1,0,0,13
,,1,Robert Edwards,2,0,0,2
,,9,LaDainian Tomlinson,14,0,0,45
,,11,Jesse Chatman,4,0,0,18
,,2,Drew Brees,2,0,0,1
,,16,Antowain Smith,18,0,0,58
,,7,Marc Edwards,5,0,0,15
,,5,Tom Brady,6,0,0,4
,,8,Kevin Faulk,4,0,0,3
,,19,Daunte Culpepper,5,0,0,59
,,21,Michael Bennett,14,0,0,55
,,14,Moe Williams,6,0,0,39
,,17,James Fenderson,7,0,1,35
,,4,Curtis Keaton,10,0,0,19
,,11,Fred McAfee,1,0,0,11
,,7,Aaron Brooks,3,0,0,9
,,23,William Green,28,0,1,114
,,36,Dennis Northcutt,2,0,1,35
,,8,James Jackson,2,0,0,11
,,3,Tim Couch,5,0,0,3
,,17,Curtis Martin,21,0,1,120
,,10,LaMont Jordan,13,0,1,27
